Model,Article Count,Article ID,Entity,Start,End
en_core_sci_sm,1000,23145985,tubulin,197,204
en_core_sci_sm,1000,23197773,am411,1539,1544
en_core_sci_sm,1000,23104248,learning,440,448
en_core_sci_sm,1000,23220035,multiple,1390,1398
en_core_sci_sm,1000,23210742,nanostructural changes,1516,1538
en_core_sci_sm,1000,23132866,normal,373,379
en_core_sci_sm,1000,23246460,concentration,331,344
en_core_sci_sm,1000,23167526,oral,700,704
en_core_sci_sm,1000,23138112,mirna,1200,1205
en_core_sci_sm,1000,23196805,cl r values,1182,1194
en_core_sci_sm,1000,23127916,kit pdgfrα mutational status,1363,1391
en_core_sci_sm,1000,23200000,prevalence,859,869
en_core_sci_sm,1000,23220035,oxidative stress,536,552
en_core_sci_sm,1000,23089153,attenuation,1084,1095
en_core_sci_sm,1000,23194546,antioxidant activity,836,856
en_core_sci_sm,1000,23212109,disease loci,181,193
en_core_sci_sm,1000,23246460,non gm,436,442
en_core_sci_sm,1000,23052190,indicator,1663,1672
en_core_sci_sm,1000,23249624,dabrafenib,338,348
en_core_sci_sm,1000,23146755,u73122,998,1004
en_core_sci_sm,1000,22972752,erα,1622,1625
en_core_sci_sm,1000,23198782,starch,1360,1366
en_core_sci_sm,1000,22301815,glutathione s transferase activities,774,810
en_core_sci_sm,1000,23108606,spectroscopic data,1125,1143
en_core_sci_sm,1000,22935511,motor function,882,896
en_core_sci_sm,1000,23218718,novel,12,17
en_core_sci_sm,1000,23199199,molecules,191,200
en_core_sci_sm,1000,23246469,contribution,1816,1828
en_core_sci_sm,1000,23194534,groups,336,342
en_core_sci_sm,1000,23150493,development,64,75
en_core_sci_sm,1000,23192785,aldol reaction,315,329
en_core_sci_sm,1000,22519721,microneedle formation,645,666
en_core_sci_sm,1000,23103224,cells,340,345
en_core_sci_sm,1000,23157625,drug response,555,568
en_core_sci_sm,1000,23179775,clinical picture,283,299
en_core_sci_sm,1000,23256531,crystals,895,903
en_core_sci_sm,1000,22901687,protein anabolism,1460,1477
en_core_sci_sm,1000,23090793,substrates,159,169
en_core_sci_sm,1000,23210482,protein,1218,1225
en_core_sci_sm,1000,23197647,sensitivity,48,59
en_core_sci_sm,1000,23199199,transport,15,24
en_core_sci_sm,1000,22578098,heart failure,157,170
en_core_sci_sm,1000,22578098,cardiac sarcoplasmic ca 2 atpase,22,55
en_core_sci_sm,1000,23143037,putative molecular mode,1002,1025
en_core_sci_sm,1000,23086747,trf,553,556
en_core_sci_sm,1000,23044094,screen,463,469
en_core_sci_sm,1000,22426233,mglus,34,39
en_core_sci_sm,1000,23123225,fungal pathogen,118,133
en_core_sci_sm,1000,23161844,quantum mechanical calculations,124,155
en_core_sci_sm,1000,23022324,mrna,1327,1331
en_core_sci_sm,1000,23246469,cas,269,272
en_core_sci_sm,1000,23239550,solvent polarity parameter e t 30,580,614
en_core_sci_sm,1000,22856387,oral administration,1179,1198
en_core_sci_sm,1000,23079545,sensitivities,983,996
en_core_sci_sm,1000,23122134,environment,598,609
en_core_sci_sm,1000,23123249,rat,552,555
en_core_sci_sm,1000,23194546,trypsin,133,140
en_core_sci_sm,1000,23122081,doubled,763,770
en_core_sci_sm,1000,23209285,residue,382,389
en_core_sci_sm,1000,22717740,pvrl4,782,787
en_core_sci_sm,1000,23065531, 18 f carboxylic acid derivatives,1796,1830
en_core_sci_sm,1000,23041424,il 1r,1496,1501
en_core_sci_sm,1000,23195751,response task,1236,1249
en_core_sci_sm,1000,23196670,tumor promotion,1640,1655
en_core_sci_sm,1000,23164921,inactivation,1152,1164
en_core_sci_sm,1000,23052190,features,1439,1447
en_core_sci_sm,1000,23202442,materials,744,753
en_core_sci_sm,1000,23245699,low dose uv,1092,1103
en_core_sci_sm,1000,22494026,hresims,401,408
en_core_sci_sm,1000,23085433,in vitro assays,172,187
en_core_sci_sm,1000,23122113,validation,668,678
en_core_sci_sm,1000,22961095,levels,1040,1046
en_core_sci_sm,1000,23111877,gastrointestinal effects,774,798
en_core_sci_sm,1000,23172734,water miscible,1092,1106
en_core_sci_sm,1000,23256625,gpr119,80,86
en_core_sci_sm,1000,23111877,patients,1146,1154
en_core_sci_sm,1000,22491024,efficacious,1770,1781
en_core_sci_sm,1000,22765351,collision induced dissociation,541,571
en_core_sci_sm,1000,23086141,hypothalamic pituitary adrenal hpa axis,322,363
en_core_sci_sm,1000,23256716,copd,766,770
en_core_sci_sm,1000,23165727,mepe,723,727
en_core_sci_sm,1000,22933435,diagnosed,110,119
en_core_sci_sm,1000,23103330,hbm,1564,1567
en_core_sci_sm,1000,23085331,measurements,1244,1256
en_core_sci_sm,1000,23131595,aki,751,754
en_core_sci_sm,1000,23246578,results,893,900
en_core_sci_sm,1000,23127916,study,1519,1524
en_core_sci_sm,1000,22940001,downstream,1002,1012
en_core_sci_sm,1000,22614004,mitochondria targeting,1717,1739
en_core_sci_sm,1000,23150493,free fatty acid,792,807
en_core_sci_sm,1000,23164932,abr,987,990
en_core_sci_sm,1000,22948773,cad,283,286
en_core_sci_sm,1000,23060411,reliability,264,275
en_core_sci_sm,1000,22508482,molecular mechanisms,346,366
en_core_sci_sm,1000,23010670,aliquots,155,163
en_core_sci_sm,1000,23253427,hydrogen tetrafluoroborate,647,673
en_core_sci_sm,1000,23085522,exposure,117,125
en_core_sci_sm,1000,23143912,zeolite,442,449
en_core_sci_sm,1000,23143037,clams,773,778
en_core_sci_sm,1000,23202442, 13 c,983,988
en_core_sci_sm,1000,23143803,near,47,51
en_core_sci_sm,1000,22918489,metal,921,926
en_core_sci_sm,1000,23043183,urine,434,439
en_core_sci_sm,1000,23149118,chlorophytes,679,691
en_core_sci_sm,1000,23142635,commercial,1034,1044
en_core_sci_sm,1000,23111803,rate,1644,1648
en_core_sci_sm,1000,22830954,clopidogrel,631,642
en_core_sci_sm,1000,23150210,p gp,622,626
en_core_sci_sm,1000,23065141,chlorine substituents,1539,1560
en_core_sci_sm,1000,23025634,probe wavevectors,652,669
en_core_sci_sm,1000,23219869,outer zone,565,575
en_core_sci_sm,1000,23060276,esbs,1353,1357
en_core_sci_sm,1000,23183543,derivatives,476,487
en_core_sci_sm,1000,23250802,cardiovascular disease,104,126
en_core_sci_sm,1000,22370640,cell migration,812,826
en_core_sci_sm,1000,22531751,ltd,1425,1428
en_core_sci_sm,1000,23097088,co immunoprecipitation,616,638
en_core_sci_sm,1000,23152558,cellular responses,1202,1220
en_core_sci_sm,1000,23145944,downstream,750,760
en_core_sci_sm,1000,23127567,virus,630,635
en_core_sci_sm,1000,23160481,igf i control,1059,1072
en_core_sci_sm,1000,22456000,diphysidione,0,12
en_core_sci_sm,1000,23239550,aqueous,1251,1258
en_core_sci_sm,1000,22876949,qsar,823,827
en_core_sci_sm,1000,23196805,max,1468,1471
en_core_sci_sm,1000,23206310,associated with,974,989
en_core_sci_sm,1000,23122067,investigated,83,95
en_core_sci_sm,1000,22549410,trappc9,886,893
en_core_sci_sm,1000,23187065,temperature,576,587
en_core_sci_sm,1000,23194506,tertiary structures,494,513
en_core_sci_sm,1000,22777357,terminal,1264,1272
en_core_sci_sm,1000,23167812,days,1011,1015
en_core_sci_sm,1000,23123224,ad,1612,1614
en_core_sci_sm,1000,23245206,cognitive functions,1026,1045
en_core_sci_sm,1000,23239550,quenching,890,899
en_core_sci_sm,1000,23121886,composition,224,235
en_core_sci_sm,1000,23152439,hbs,1052,1055
en_core_sci_sm,1000,23205567,sidestream,624,634
en_core_sci_sm,1000,23253427,vasorelaxation,1078,1092
en_core_sci_sm,1000,23072367,rewiring,1052,1060
en_core_sci_sm,1000,23142547,rev1,1123,1127
en_core_sci_sm,1000,23143037,effects,622,629
en_core_sci_sm,1000,23042729,categorized,1199,1210
en_core_sci_sm,1000,23159791,exploitation,1505,1517
en_core_sci_sm,1000,22757667,cephalaria scoparia,191,210
en_core_sci_sm,1000,23069372,disease pathogenesis,593,613
en_core_sci_sm,1000,23093023,laboratory,129,139
en_core_sci_sm,1000,23150659,head domain,782,793
en_core_sci_sm,1000,23233324,period,1471,1477
en_core_sci_sm,1000,23148024,2d skin,465,472
en_core_sci_sm,1000,22935038,fst,1163,1166
en_core_sci_sm,1000,23220037,substrate,341,350
en_core_sci_sm,1000,23249300,structure,193,202
en_core_sci_sm,1000,23108979,results,465,472
en_core_sci_sm,1000,23123662,alternative,1657,1668
en_core_sci_sm,1000,23197046,us,552,554
en_core_sci_sm,1000,22855364,dynamic properties,191,209
en_core_sci_sm,1000,22732147,lowest,714,720
en_core_sci_sm,1000,23142327,rates,1324,1329
en_core_sci_sm,1000,23123224,pc12 cells,704,714
en_core_sci_sm,1000,23234434,interparticle complexation,830,856
en_core_sci_sm,1000,22926007,excitation,386,396
en_core_sci_sm,1000,23230133,potential,325,334
en_core_sci_sm,1000,23041042,basic local alignment search tool,607,640
en_core_sci_sm,1000,23161512,variables,75,84
en_core_sci_sm,1000,22400496,capsula,107,114
en_core_sci_sm,1000,23107818,h9c2,389,393
en_core_sci_sm,1000,22992376,tests,183,188
en_core_sci_sm,1000,23142599,treated with,636,648
en_core_sci_sm,1000,22956628,hsp70,918,923
en_core_sci_sm,1000,23066870,design,523,529
en_core_sci_sm,1000,22619007,mechanistic studies,462,481
en_core_sci_sm,1000,22796428,reinforcing actions,404,423
en_core_sci_sm,1000,23066996,positively charged residues,816,843
en_core_sci_sm,1000,23129783,apoptotic,1225,1234
en_core_sci_sm,1000,22835502,observant,682,691
en_core_sci_sm,1000,23122121,extracts,586,594
en_core_sci_sm,1000,23178441,lactic acids,866,878
en_core_sci_sm,1000,22998221,carrier s method,257,273
en_core_sci_sm,1000,23246797,inclusion complex,731,748
en_core_sci_sm,1000,22940575,geprs,911,916
en_core_sci_sm,1000,23092880,affecting,1002,1011
en_core_sci_sm,1000,23126495,inhibitory activity,378,397
en_core_sci_sm,1000,23253427,co,730,732
en_core_sci_sm,1000,23125284,assembly,1125,1133
en_core_sci_sm,1000,22499272,increase,736,744
en_core_sci_sm,1000,23143926,activated macrophage,1262,1282
en_core_sci_sm,1000,23196670,treatment,632,641
en_core_sci_sm,1000,22809709,smoking,274,281
en_core_sci_sm,1000,23247545,cyp1a,890,895
en_core_sci_sm,1000,23247545,eel reproductive,1883,1899
en_core_sci_sm,1000,23142112,re evaluate,756,767
en_core_sci_sm,1000,22798249,fasting,489,496
en_core_sci_sm,1000,23076740,reversed,1110,1118
en_core_sci_sm,1000,23103351,intestinal tissue,59,76
en_core_sci_sm,1000,23229057,reference metallodrug,1883,1904
en_core_sci_sm,1000,23247337,colloids,256,264
en_core_sci_sm,1000,23249300,smaller,1314,1321
en_core_sci_sm,1000,22708657,isolated,103,111
en_core_sci_sm,1000,23159502,pm0 4,957,962
en_core_sci_sm,1000,22846850,biodegradable structure,334,357
en_core_sci_sm,1000,23084047,findings,1313,1321
en_core_sci_sm,1000,23152189,tcdd,687,691
en_core_sci_sm,1000,21933113,intestinal absorption,20,41
en_core_sci_sm,1000,23008095,metastases,904,914
en_core_sci_sm,1000,22991293,mutations,131,140
en_core_sci_sm,1000,23017425,accumulation,850,862
en_core_sci_sm,1000,23165727,decrease,1314,1322
en_core_sci_sm,1000,23249384,qualitatively,1023,1036
en_core_sci_sm,1000,23085433,pfizer,557,563
en_core_sci_sm,1000,23254197,quantified,1425,1435
en_core_sci_sm,1000,22525271,tumorigenesis,130,143
en_core_sci_sm,1000,23110812,laboratories,724,736
en_core_sci_sm,1000,23085436,beta cells,1029,1039
en_core_sci_sm,1000,23129783,respiratory diseases,1621,1641
en_core_sci_sm,1000,23122076,vegetal,67,74
en_core_sci_sm,1000,23138112,lin28b,1100,1106
en_core_sci_sm,1000,23147645,culture dish,979,991
en_core_sci_sm,1000,23108036,agonist,829,836
en_core_sci_sm,1000,23240995,device structure design,1879,1902
en_core_sci_sm,1000,22401710,ketoprofen,1287,1297
en_core_sci_sm,1000,23085331,storage,1400,1407
en_core_sci_sm,1000,23229057,1 type complexes,318,335
en_core_sci_sm,1000,23036111,fungicide hymexazol,486,505
en_core_sci_sm,1000,22531751,ltd,364,367
en_core_sci_sm,1000,23146695,inos,1041,1045
en_core_sci_sm,1000,23161868,glucocorticoid regulation,1713,1738
en_core_sci_sm,1000,22964394,hypoglycemia,408,420
en_core_sci_sm,1000,22495969,muscle accretion,1362,1378
en_core_sci_sm,1000,22616839,droplet size,773,785
en_core_sci_sm,1000,23169609,metabolic,663,672
en_core_sci_sm,1000,23192350,selectin ligand biosynthesis,597,625
en_core_sci_sm,1000,22475036,aerial part,31,42
en_core_sci_sm,1000,23122072,method,351,357
en_core_sci_sm,1000,22968082,increased,1671,1680
en_core_sci_sm,1000,23111877,depression,95,105
en_core_sci_sm,1000,22722774,seedlings,570,579
en_core_sci_sm,1000,23247008,aldh1b1,433,440
en_core_sci_sm,1000,23210852,biochemical assays,419,437
en_core_sci_sm,1000,23229057,four coordinate,676,691
en_core_sci_sm,1000,23210742,aca,556,559
en_core_sci_sm,1000,23179753,changes,194,201
en_core_sci_sm,1000,23200254,improve,173,180
en_core_sci_sm,1000,23127916,unresectable metastatic,224,247
en_core_sci_sm,1000,22933435,prices,612,618
en_core_sci_sm,1000,23052190,rats,556,560
en_core_sci_sm,1000,23107818,combination,285,296
en_core_sci_sm,1000,22722774,salicylic acid,18,32
en_core_sci_sm,1000,23086747,solutes,1594,1601
en_core_sci_sm,1000,23097088,seminiferous epithelial cycle,498,527
en_core_sci_sm,1000,22475036,1β 3β dihydroxy 12 oleanene,209,236
en_core_sci_sm,1000,23157627,5 ht 1a receptor,300,317
en_core_sci_sm,1000,23202134,tolerance,1484,1493
en_core_sci_sm,1000,23044094,effect,904,910
en_core_sci_sm,1000,23126280,co ordinated,956,968
en_core_sci_sm,1000,23202846,covalent bond,988,1001
en_core_sci_sm,1000,23216219,robustness,1243,1253
en_core_sci_sm,1000,22056334,pollutants,1119,1129
en_core_sci_sm,1000,22439867,ms spectra,519,529
en_core_sci_sm,1000,22525271,yap dependent cell,935,953
en_core_sci_sm,1000,23205634,effects,227,234
en_core_sci_sm,1000,23230133,administered,682,694
en_core_sci_sm,1000,23180684,effects,957,964
en_core_sci_sm,1000,22495969,genes,1037,1042
en_core_sci_sm,1000,23122120,neonatal,1126,1134
en_core_sci_sm,1000,23194828,neurodegenerative disorders,95,122
en_core_sci_sm,1000,22981459,concentrations,1469,1483
en_core_sci_sm,1000,22616839,absorption,1420,1430
en_core_sci_sm,1000,23202848, e 5 alkoxy 3 3 hydroxy 3 phenylprop 1 enyl 4h chromen 4 ones,81,145
en_core_sci_sm,1000,23178950,nanoparticles,1503,1516
en_core_sci_sm,1000,23252846,focused ion beam,392,408
en_core_sci_sm,1000,23252613,electronic pathway,680,698
en_core_sci_sm,1000,23229057,adjacent,1211,1219
en_core_sci_sm,1000,22665065,premature differentiation,563,588
en_core_sci_sm,1000,22301815,nigeria,237,244
en_core_sci_sm,1000,22963497,oestrus,659,666
en_core_sci_sm,1000,23064325,abpa,527,531
en_core_sci_sm,1000,23111348,dyes,1091,1095
en_core_sci_sm,1000,23129783,significant,1357,1368
en_core_sci_sm,1000,23165727,collagen 1α1,934,946
en_core_sci_sm,1000,23127540,bioactive compounds,1173,1192
en_core_sci_sm,1000,23230133,secretion,374,383
en_core_sci_sm,1000,23216219,high ,309,314
en_core_sci_sm,1000,23205668,nanowire sidewall,781,798
en_core_sci_sm,1000,23199989,hayward kiwifruit,788,806
en_core_sci_sm,1000,22525272,correlated,945,955
en_core_sci_sm,1000,23043183,investigated,123,135
en_core_sci_sm,1000,23255426,changes,816,823
en_core_sci_sm,1000,23143802,herbicides,594,604
en_core_sci_sm,1000,23175103,oxidation,1270,1279
en_core_sci_sm,1000,23052191,rats,321,325
en_core_sci_sm,1000,23238642,isolated,208,216
en_core_sci_sm,1000,23093024,temporal,1511,1519
en_core_sci_sm,1000,22981949,glycoprotein,12,24
en_core_sci_sm,1000,23247008,aldhs,1366,1371
en_core_sci_sm,1000,23136056,sensitive,797,806
en_core_sci_sm,1000,22548320,isolated,168,176
en_core_sci_sm,1000,23117207,signalling,1545,1555
en_core_sci_sm,1000,23060524,atherosclerotic lesions,814,837
en_core_sci_sm,1000,23143926,no observable,1537,1550
en_core_sci_sm,1000,22999711,cardiovascular,299,313
en_core_sci_sm,1000,23204517,modulate,276,284
en_core_sci_sm,1000,23122331,binding,1082,1089
en_core_sci_sm,1000,23202134,treatment,592,601
en_core_sci_sm,1000,23115221,significant,1376,1387
en_core_sci_sm,1000,23212963,colloidal carbon,1509,1525
en_core_sci_sm,1000,23164619,drug infusions,1394,1408
en_core_sci_sm,1000,23256485,revolutionized,1245,1259
en_core_sci_sm,1000,23194513,evaluated,227,236
en_core_sci_sm,1000,23210482,ppi,305,308
en_core_sci_sm,1000,23210774,decade,154,160
en_core_sci_sm,1000,22966073,conformational epitope,1149,1171
en_core_sci_sm,1000,23161873,treated,1260,1267
en_core_sci_sm,1000,23168114,anticonvulsant,744,758
en_core_sci_sm,1000,23086182,organisms,1470,1479
en_core_sci_sm,1000,23142789,reduced,1568,1575
en_core_sci_sm,1000,23194156,imitating extracellular matrix,717,747
en_core_sci_sm,1000,23246469,combined,1708,1716
en_core_sci_sm,1000,23190297,2c6,1206,1209
en_core_sci_sm,1000,23085095,pharmacokinetics,568,584
en_core_sci_sm,1000,23060524,mice,774,778
en_core_sci_sm,1000,23151004,type 3,700,706
en_core_sci_sm,1000,23200735,qt,735,737
en_core_sci_sm,1000,22999913,drug development,49,65
en_core_sci_sm,1000,22902968,health risks,83,95
en_core_sci_sm,1000,23085436,potential,1662,1671
en_core_sci_sm,1000,23201371,nlx,1062,1065
en_core_sci_sm,1000,23252553,shv 1,682,687
en_core_sci_sm,1000,22430206,upregulation,772,784
en_core_sci_sm,1000,22974972,gte,1312,1315
en_core_sci_sm,1000,23130977,kinase,204,210
en_core_sci_sm,1000,23131595,patients,396,404
en_core_sci_sm,1000,23143803,compared,747,755
en_core_sci_sm,1000,23171424,results,1274,1281
en_core_sci_sm,1000,23194828,induced,1087,1094
en_core_sci_sm,1000,23164921,1h,538,540
en_core_sci_sm,1000,23223177,amp activated protein kinase,95,123
en_core_sci_sm,1000,23214973,sialic acid rich,119,135
en_core_sci_sm,1000,23085122,treatment,306,315
en_core_sci_sm,1000,22905673,scale,1538,1543
en_core_sci_sm,1000,22999913,data,297,301
en_core_sci_sm,1000,23040268,concentrations,421,435
en_core_sci_sm,1000,23078954,passage,546,553
en_core_sci_sm,1000,22447662,results,1330,1337
en_core_sci_sm,1000,23024204,acetylation,383,394
en_core_sci_sm,1000,23174144,equivalent,1521,1531
en_core_sci_sm,1000,23238103,concentrations,667,681
en_core_sci_sm,1000,22564031,process,111,118
en_core_sci_sm,1000,23147639,cyclin a,771,779
en_core_sci_sm,1000,23043183,excreted,734,742
en_core_sci_sm,1000,23153668,delivery,598,606
en_core_sci_sm,1000,23178651,overexpression,1160,1174
en_core_sci_sm,1000,23197046,follicular tumor,1096,1112
en_core_sci_sm,1000,23247545,future,2398,2404
en_core_sci_sm,1000,23122157,gallic acid,695,706
en_core_sci_sm,1000,23164985,days,166,170
en_core_sci_sm,1000,23059813,frontonasal,1208,1219
en_core_sci_sm,1000,23254253,electrode,961,970
en_core_sci_sm,1000,23210777,taxus sp cell lines,1418,1438
en_core_sci_sm,1000,22813627,moinp,577,582
en_core_sci_sm,1000,22989504,barriers,1077,1085
en_core_sci_sm,1000,23085436,ob ob,1221,1226
en_core_sci_sm,1000,22616933,fed,951,954
en_core_sci_sm,1000,23064325,administered,650,662
en_core_sci_sm,1000,22796428,attention deficit hyperactivity disorder,20,60
en_core_sci_sm,1000,22708724,development,992,1003
en_core_sci_sm,1000,23103351,sigmoidal,1077,1086
en_core_sci_sm,1000,23093494,bare,321,325
en_core_sci_sm,1000,23097088,upregulated,881,892
en_core_sci_sm,1000,22777357,transcription factors,108,129
en_core_sci_sm,1000,23017392,health beneficial phytochemicals,110,142
en_core_sci_sm,1000,23136129,morphologic changes,737,756
en_core_sci_sm,1000,23194828,inhibitory control behaviours,172,201
en_core_sci_sm,1000,23205740,subphase,534,542
en_core_sci_sm,1000,23194076,fai,633,636
en_core_sci_sm,1000,23201452,balb c mice,787,798
en_core_sci_sm,1000,23111348,resistant,1230,1239
en_core_sci_sm,1000,22981796,np,1170,1172
en_core_sci_sm,1000,23194506,allergenicity,824,837
en_core_sci_sm,1000,23103224,mitochondrial functional,254,278
en_core_sci_sm,1000,23194541,leaf,1517,1521
en_core_sci_sm,1000,23182087,nk0139a,89,96
en_core_sci_sm,1000,23141426,cell death,946,956
en_core_sci_sm,1000,23111950,decreased,1047,1056
en_core_sci_sm,1000,22974972,weekly,495,501
en_core_sci_sm,1000,23174340,effects,637,644
en_core_sci_sm,1000,23210742,ohac trans aca molecules,1211,1235
en_core_sci_sm,1000,23152439,complication,1456,1468
en_core_sci_sm,1000,23017398,samples,103,110
en_core_sci_sm,1000,23237733,study,224,229
en_core_sci_sm,1000,22511336,anti diabetic effects,1087,1108
en_core_sci_sm,1000,22456328,in vivo,1216,1223
en_core_sci_sm,1000,23164619,dhβe induced,982,994
en_core_sci_sm,1000,23193282,histology,453,462
en_core_sci_sm,1000,23135549,mrna,907,911
en_core_sci_sm,1000,22972752,tibia,538,543
en_core_sci_sm,1000,22443683,network,723,730
en_core_sci_sm,1000,22876953,increasingly,538,550
en_core_sci_sm,1000,23157419,period,1086,1092
en_core_sci_sm,1000,23060276,sediment,592,600
en_core_sci_sm,1000,22974972,groups,525,531
en_core_sci_sm,1000,23123249,surrogate,1272,1281
en_core_sci_sm,1000,23122094,oils,740,744
en_core_sci_sm,1000,23194408,daily,1262,1267
en_core_sci_sm,1000,22532499,investigated,11,23
en_core_sci_sm,1000,22803803,drugs,611,616
en_core_sci_sm,1000,23122134,amorphicity,1256,1267
en_core_sci_sm,1000,23123771,ctt cct,191,198
en_core_sci_sm,1000,22708583,luteolin based compounds,627,651
en_core_sci_sm,1000,23216219,industrial scale,1257,1273
en_core_sci_sm,1000,23230133,study,524,529
en_core_sci_sm,1000,23111348,rhodamine6g,1097,1108
en_core_sci_sm,1000,23146761,epigallocatechin gallate,0,24
en_core_sci_sm,1000,23230133,elimination,1159,1170
en_core_sci_sm,1000,23126280,expression,434,444
en_core_sci_sm,1000,23142559,ach,486,489
en_core_sci_sm,1000,23170792,antiplatelet agents,1185,1204
en_core_sci_sm,1000,23159668,permeability,649,661
en_core_sci_sm,1000,22815312,carbamazepine,1168,1181
en_core_sci_sm,1000,23103224,study,211,216
en_core_sci_sm,1000,23111348,thy,1763,1766
en_core_sci_sm,1000,23117207,interaction,1268,1279
en_core_sci_sm,1000,23146761,treatment,358,367
en_core_sci_sm,1000,23194542,recoveries,679,689
en_core_sci_sm,1000,23010670,histopathology,1044,1058
en_core_sci_sm,1000,23220340,interaction,538,549
en_core_sci_sm,1000,23247722,spectral assignments,1339,1359
en_core_sci_sm,1000,22982479,α2 adrenoceptor antagonists,308,335
en_core_sci_sm,1000,23122094,terpene alcohols,945,961
en_core_sci_sm,1000,23017425,post inoculation,480,496
en_core_sci_sm,1000,23175103,u value,309,316
en_core_sci_sm,1000,23122111,expression levels,1043,1060
en_core_sci_sm,1000,22381584,input,518,523
en_core_sci_sm,1000,23177536,approaches,1560,1570
en_core_sci_sm,1000,23219526,antibody,635,643
en_core_sci_sm,1000,22708639,submaximal dose,214,229
