article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end,Model,Article Count
23044094,lactic acid,1328,1339,100,23044094,lactic acid,100,1328,1339,en_ner_bionlp13cg_md,1000
22898566,pufas,85,90,100,22898566,pufas,100,85,90,en_ner_bionlp13cg_md,1000
22992332,vpa,1228,1231,100,22992332,vpa,100,1228,1231,en_ner_bionlp13cg_md,1000
22438091,sinensetin,529,539,100,22438091,sinensetin,100,529,539,en_ner_bionlp13cg_md,1000
23220618,hyperoside,988,998,100,23220618,hyperoside,100,988,998,en_ner_bionlp13cg_md,1000
23020787,mk571,562,567,100,23020787,mk571,100,562,567,en_ner_bionlp13cg_md,1000
22982248,tnfα,1203,1207,25,22982248,nmda,25,1209,1213,en_ner_bionlp13cg_md,1000
23205634,cholesterol,1130,1141,100,23205634,cholesterol,100,1130,1141,en_ner_bionlp13cg_md,1000
23017407,gaba a bzd,1107,1118,57,23017407,gaba,57,1107,1111,en_ner_bionlp13cg_md,1000
23122115,lactulose,15,24,100,23122115,lactulose,100,15,24,en_ner_bionlp13cg_md,1000
23229057,cisplatin,1571,1580,100,23229057,cisplatin,100,1571,1580,en_ner_bionlp13cg_md,1000
22809709,mecamylamine,1177,1189,100,22809709,mecamylamine,100,1177,1189,en_ner_bionlp13cg_md,1000
23201927,sal b,1286,1291,100,23201927,sal b,100,1286,1291,en_ner_bionlp13cg_md,1000
23207056,dhba,881,885,100,23207056,dhba,100,881,885,en_ner_bionlp13cg_md,1000
22348951,gssg,1089,1093,47,22348951,oxidized gssg,47,1080,1093,en_ner_bionlp13cg_md,1000
23129806,fatty acids,830,841,100,23129806,fatty acids,100,830,841,en_ner_bionlp13cg_md,1000
23099502,t 2,1230,1233,50,23099502,t 2 toxin,50,1230,1239,en_ner_bionlp13cg_md,1000
22410778,glucose,950,957,100,22410778,glucose,100,950,957,en_ner_bionlp13cg_md,1000
22809709,nicotine,767,775,100,22809709,nicotine,100,767,775,en_ner_bionlp13cg_md,1000
23203941,vitamin b 12 oral,319,337,87,23203941,vitamin b 12 ,87,319,332,en_ner_bionlp13cg_md,1000
22956632,gdc 0152,211,219,100,22956632,gdc 0152,100,211,219,en_ner_bionlp13cg_md,1000
23244292,borane tetrahydrofuran,420,442,81,23244292,tetrahydrofuran,81,427,442,en_ner_bionlp13cg_md,1000
23127600,dimethyldiguanide,435,452,100,23127600,dimethyldiguanide,100,435,452,en_ner_bionlp13cg_md,1000
23194076,androgens,525,534,100,23194076,androgens,100,525,534,en_ner_bionlp13cg_md,1000
23237733,isoliquiritigenin,0,17,100,23237733,isoliquiritigenin,100,0,17,en_ner_bionlp13cg_md,1000
23010360,gs967,509,514,100,23010360,gs967,100,509,514,en_ner_bionlp13cg_md,1000
23201051,stearoyl peg polysdm,672,692,100,23201051,stearoyl peg polysdm,100,672,692,en_ner_bionlp13cg_md,1000
22082827,blood,810,815,18,22082827,nickel,18,817,823,en_ner_bionlp13cg_md,1000
22837389,estradiol,915,924,100,22837389,estradiol,100,915,924,en_ner_bionlp13cg_md,1000
23164921,catalpol,525,533,100,23164921,catalpol,100,525,533,en_ner_bionlp13cg_md,1000
23254198,bza,1476,1479,100,23254198,bza,100,1476,1479,en_ner_bionlp13cg_md,1000
23085295,4 6 diamidino 2 phenylindole dihydrochloride,614,660,100,23085295,4 6 diamidino 2 phenylindole dihydrochloride,100,614,660,en_ner_bionlp13cg_md,1000
23137956,egcg,1189,1193,100,23137956,egcg,100,1189,1193,en_ner_bionlp13cg_md,1000
23072941,acyclovir,725,734,100,23072941,acyclovir,100,725,734,en_ner_bionlp13cg_md,1000
23017390,tyrosol,468,475,100,23017390,tyrosol,100,468,475,en_ner_bionlp13cg_md,1000
23220616,sulfur amino acids,84,102,100,23220616,sulfur amino acids,100,84,102,en_ner_bionlp13cg_md,1000
23194548,arabinose,853,862,100,23194548,arabinose,100,853,862,en_ner_bionlp13cg_md,1000
22585412,hydroxy,19,26,100,22585412,hydroxy,100,19,26,en_ner_bionlp13cg_md,1000
23019138,anandamide,1360,1370,100,23019138,anandamide,100,1360,1370,en_ner_bionlp13cg_md,1000
23219702, sattabacin,590,604,100,23219702, sattabacin,100,590,604,en_ner_bionlp13cg_md,1000
23146755,ca 2 ,581,586,100,23146755,ca 2 ,100,581,587,en_ner_bionlp13cg_md,1000
23206865,naphthalimide 1,555,570,93,23206865,naphthalimide,93,555,568,en_ner_bionlp13cg_md,1000
23046524,paraoxon,757,765,100,23046524,paraoxon,100,757,765,en_ner_bionlp13cg_md,1000
23089250,selenium,694,702,100,23089250,selenium,100,694,702,en_ner_bionlp13cg_md,1000
23019138,δ 9 tetrahydrocannabinol,499,524,100,23019138,δ 9 tetrahydrocannabinol,100,499,524,en_ner_bionlp13cg_md,1000
22878908,pioglitazone,608,620,100,22878908,pioglitazone,100,608,620,en_ner_bionlp13cg_md,1000
23169609,des ethyl ertugliflozin,1254,1277,100,23169609,des ethyl ertugliflozin,100,1254,1277,en_ner_bionlp13cg_md,1000
22989414,amiloride,1382,1391,100,22989414,amiloride,100,1382,1391,en_ner_bionlp13cg_md,1000
23117207,hydrogen,1377,1385,100,23117207,hydrogen,100,1377,1385,en_ner_bionlp13cg_md,1000
23003213,fe3o4,115,120,100,23003213,fe3o4,100,115,120,en_ner_bionlp13cg_md,1000
22079313,mehg,848,852,100,22079313,mehg,100,848,852,en_ner_bionlp13cg_md,1000
23190031,mangiferin,407,417,100,23190031,mangiferin,100,407,417,en_ner_bionlp13cg_md,1000
23202851,9 o 3 aryl 2 propargyl oxime ketolides 8,12,53,97,23202851,9 o 3 aryl 2 propargyl oxime ketolides,97,12,51,en_ner_bionlp13cg_md,1000
23220512,ethanol,544,551,100,23220512,ethanol,100,544,551,en_ner_bionlp13cg_md,1000
23168114,stp,598,601,100,23168114,stp,100,598,601,en_ner_bionlp13cg_md,1000
22401710,eudragit,655,663,70,22401710,eudragit rs 30d,70,655,670,en_ner_bionlp13cg_md,1000
23085095,buspirone,769,778,100,23085095,buspirone,100,769,778,en_ner_bionlp13cg_md,1000
23200942,tabun,855,860,100,23200942,tabun,100,855,860,en_ner_bionlp13cg_md,1000
23127567,oleandrin,661,670,100,23127567,oleandrin,100,661,670,en_ner_bionlp13cg_md,1000
23103224,cisplatin,139,148,100,23103224,cisplatin,100,139,148,en_ner_bionlp13cg_md,1000
23246469,gd dota,293,300,100,23246469,gd dota,100,293,300,en_ner_bionlp13cg_md,1000
23201371,mnng,1249,1253,100,23201371,mnng,100,1249,1253,en_ner_bionlp13cg_md,1000
22719017,lsl 61122,305,314,100,22719017,lsl 61122,100,305,314,en_ner_bionlp13cg_md,1000
22564442,amn082,429,435,100,22564442,amn082,100,429,435,en_ner_bionlp13cg_md,1000
22236017,linalool,382,390,100,22236017,linalool,100,382,390,en_ner_bionlp13cg_md,1000
22607130,apigenin,1144,1152,100,22607130,apigenin,100,1144,1152,en_ner_bionlp13cg_md,1000
23103446,daunorubicin,1032,1044,100,23103446,daunorubicin,100,1032,1044,en_ner_bionlp13cg_md,1000
23201927,sal b,292,297,100,23201927,sal b,100,292,297,en_ner_bionlp13cg_md,1000
23211363, npa,1087,1094,100,23211363, npa,100,1087,1094,en_ner_bionlp13cg_md,1000
23246481,wogonin,0,7,100,23246481,wogonin,100,0,7,en_ner_bionlp13cg_md,1000
23199989,β damascenone,677,690,100,23199989,β damascenone,100,677,690,en_ner_bionlp13cg_md,1000
22694127,ibuprofen,1418,1427,100,22694127,ibuprofen,100,1418,1427,en_ner_bionlp13cg_md,1000
23086037,metformin,1190,1199,100,23086037,metformin,100,1190,1199,en_ner_bionlp13cg_md,1000
22864849,chrysin,156,163,100,22864849,chrysin,100,156,163,en_ner_bionlp13cg_md,1000
23220290,sdc,692,695,100,23220290,sdc,100,692,695,en_ner_bionlp13cg_md,1000
22456000,vitexin,55,62,100,22456000,vitexin,100,55,62,en_ner_bionlp13cg_md,1000
22935511,anti cocaine antibody,291,312,50,22935511,cocaine,50,296,303,en_ner_bionlp13cg_md,1000
23146755,ca 2 ,318,323,100,23146755,ca 2 ,100,318,324,en_ner_bionlp13cg_md,1000
22995584,epo b,175,180,100,22995584,epo b,100,175,180,en_ner_bionlp13cg_md,1000
23146750,pfoa,929,933,100,23146750,pfoa,100,929,933,en_ner_bionlp13cg_md,1000
23228886,dityrosine,423,433,100,23228886,dityrosine,100,423,433,en_ner_bionlp13cg_md,1000
23146761,biliary glutathione,507,526,73,23146761,glutathione,73,515,526,en_ner_bionlp13cg_md,1000
23085095,1 2 pyrimidinyl piperazine,1038,1065,100,23085095,1 2 pyrimidinyl piperazine,100,1038,1065,en_ner_bionlp13cg_md,1000
23091188,glycocholic acid,1487,1503,100,23091188,glycocholic acid,100,1487,1503,en_ner_bionlp13cg_md,1000
23132909,cholesterol,1033,1044,100,23132909,cholesterol,100,1033,1044,en_ner_bionlp13cg_md,1000
23179349,copper,1320,1326,100,23179349,copper,100,1320,1326,en_ner_bionlp13cg_md,1000
23197647,mtx,1524,1527,100,23197647,mtx,100,1524,1527,en_ner_bionlp13cg_md,1000
23137956,sodium,358,364,57,23137956,sodium selenite,57,358,373,en_ner_bionlp13cg_md,1000
22614004,dichloroacetate,411,426,100,22614004,dichloroacetate,100,411,426,en_ner_bionlp13cg_md,1000
23190297,liver microsomes,82,98,13,23190297,benzophenone 3,13,74,88,en_ner_bionlp13cg_md,1000
23182087,phthalimide,43,54,100,23182087,phthalimide,100,43,54,en_ner_bionlp13cg_md,1000
22313530,ly459477,366,374,100,22313530,ly459477,100,366,374,en_ner_bionlp13cg_md,1000
22451331,ethanol,728,735,100,22451331,ethanol,100,728,735,en_ner_bionlp13cg_md,1000
22712554,amino acids,368,379,100,22712554,amino acids,100,368,379,en_ner_bionlp13cg_md,1000
23207409,chromones,666,675,100,23207409,chromones,100,666,675,en_ner_bionlp13cg_md,1000
22936348,ch3ph,141,146,100,22936348,ch3ph,100,141,146,en_ner_bionlp13cg_md,1000
23235923,adrenal potassium,629,646,69,23235923,potassium,69,637,646,en_ner_bionlp13cg_md,1000
23249624,braf,94,98,57,23249624,dabrafenib,57,88,98,en_ner_bionlp13cg_md,1000
23200942,sarin,1167,1172,100,23200942,sarin,100,1167,1172,en_ner_bionlp13cg_md,1000
23211363,cocaine,1844,1851,100,23211363,cocaine,100,1844,1851,en_ner_bionlp13cg_md,1000
23168114,stp,736,739,100,23168114,stp,100,736,739,en_ner_bionlp13cg_md,1000
23167526,gambogic acid,189,202,100,23167526,gambogic acid,100,189,202,en_ner_bionlp13cg_md,1000
22951949,dithiocarbamates,0,16,100,22951949,dithiocarbamates,100,0,16,en_ner_bionlp13cg_md,1000
22749926,nicotine for 1,606,620,73,22749926,nicotine,73,606,614,en_ner_bionlp13cg_md,1000
23020787,mk571,840,845,100,23020787,mk571,100,840,845,en_ner_bionlp13cg_md,1000
22381584,chpg induced,1136,1148,50,22381584,chpg,50,1136,1140,en_ner_bionlp13cg_md,1000
23166012,ctac,1044,1048,100,23166012,ctac,100,1044,1048,en_ner_bionlp13cg_md,1000
22447684,triglyceride,562,574,100,22447684,triglyceride,100,562,574,en_ner_bionlp13cg_md,1000
22577972,pentacyclic triterpenes,698,721,100,22577972,pentacyclic triterpenes,100,698,721,en_ner_bionlp13cg_md,1000
23085331,hcl,766,769,100,23085331,hcl,100,766,769,en_ner_bionlp13cg_md,1000
23228341,tributyltin,736,747,100,23228341,tributyltin,100,736,747,en_ner_bionlp13cg_md,1000
23249538,amino acid,497,507,100,23249538,amino acid,100,497,507,en_ner_bionlp13cg_md,1000
23146761,egcg,353,357,100,23146761,egcg,100,353,357,en_ner_bionlp13cg_md,1000
23014761,erlotinib,810,819,100,23014761,erlotinib,100,810,819,en_ner_bionlp13cg_md,1000
23210780,glycyrrhizin,430,442,100,23210780,glycyrrhizin,100,430,442,en_ner_bionlp13cg_md,1000
23086747,iron,1249,1253,100,23086747,iron,100,1249,1253,en_ner_bionlp13cg_md,1000
23205740,potassium,1186,1195,100,23205740,potassium,100,1186,1195,en_ner_bionlp13cg_md,1000
22438091,sinensetin,670,680,100,22438091,sinensetin,100,670,680,en_ner_bionlp13cg_md,1000
22532499,glucose,478,485,100,22532499,glucose,100,478,485,en_ner_bionlp13cg_md,1000
23122121,triterpenic acids,1387,1404,100,23122121,triterpenic acids,100,1387,1404,en_ner_bionlp13cg_md,1000
23084047,reactive oxygen species,502,525,41,23084047,oxygen,41,511,517,en_ner_bionlp13cg_md,1000
23160530,brain glucose,438,451,70,23160530,glucose,70,444,451,en_ner_bionlp13cg_md,1000
23127600,fbg,354,357,20,23127600,glucose,20,345,352,en_ner_bionlp13cg_md,1000
23059508,hepatic al,614,624,33,23059508,al,33,622,624,en_ner_bionlp13cg_md,1000
22951949,dedtc,456,461,100,22951949,dedtc,100,456,461,en_ner_bionlp13cg_md,1000
22948775,glucose,649,656,100,22948775,glucose,100,649,656,en_ner_bionlp13cg_md,1000
22614004,dca,542,545,100,22614004,dca,100,542,545,en_ner_bionlp13cg_md,1000
23052190,mdz,757,760,33,23052190,crm,33,749,752,en_ner_bionlp13cg_md,1000
23142547,dcmp,311,315,100,23142547,dcmp,100,311,315,en_ner_bionlp13cg_md,1000
22887780,threonine,1354,1363,100,22887780,threonine,100,1354,1363,en_ner_bionlp13cg_md,1000
22722027,serotonin,340,349,100,22722027,serotonin,100,340,349,en_ner_bionlp13cg_md,1000
22965581,oxide hybrids,37,50,56,22965581,oxide,56,37,42,en_ner_bionlp13cg_md,1000
23103566,hfcs 55,1091,1098,100,23103566,hfcs 55,100,1091,1098,en_ner_bionlp13cg_md,1000
23107818,reactive oxygen species,320,343,41,23107818,oxygen,41,329,335,en_ner_bionlp13cg_md,1000
23192785,ketones,350,357,100,23192785,ketones,100,350,357,en_ner_bionlp13cg_md,1000
22995584,propidium iodide,434,450,100,22995584,propidium iodide,100,434,450,en_ner_bionlp13cg_md,1000
22455986,sterols,339,346,100,22455986,sterols,100,339,346,en_ner_bionlp13cg_md,1000
23143803,pyrene,613,619,100,23143803,pyrene,100,613,619,en_ner_bionlp13cg_md,1000
23199998,formic acid,377,388,100,23199998,formic acid,100,377,388,en_ner_bionlp13cg_md,1000
23064325,itra,758,762,100,23064325,itra,100,758,762,en_ner_bionlp13cg_md,1000
23175103,co 3,1357,1361,40,23175103,o,40,1367,1368,en_ner_bionlp13cg_md,1000
23201179,avt neurons,794,805,43,23201179,avt,43,794,797,en_ner_bionlp13cg_md,1000
23135549,cd,1421,1423,100,23135549,cd,100,1421,1423,en_ner_bionlp13cg_md,1000
22998295,mtx,1588,1591,100,22998295,mtx,100,1588,1591,en_ner_bionlp13cg_md,1000
23017407,fruits,37,43,15,23017407,ethanol,15,30,37,en_ner_bionlp13cg_md,1000
23153618,lopinavir,66,75,100,23153618,lopinavir,100,66,75,en_ner_bionlp13cg_md,1000
23190297,bp 3,399,403,100,23190297,bp 3,100,399,403,en_ner_bionlp13cg_md,1000
23205567,nitric oxide,387,399,100,23205567,nitric oxide,100,387,399,en_ner_bionlp13cg_md,1000
22719017,i 2 imidazoline,227,243,85,22719017,imidazoline,85,232,243,en_ner_bionlp13cg_md,1000
23103600,nadp,959,963,100,23103600,nadp,100,959,963,en_ner_bionlp13cg_md,1000
23093024,apap,772,776,100,23093024,apap,100,772,776,en_ner_bionlp13cg_md,1000
23219683,fe,808,810,100,23219683,fe,100,808,810,en_ner_bionlp13cg_md,1000
22082827,liver ni,564,572,40,22082827,ni,40,570,572,en_ner_bionlp13cg_md,1000
23107818,dxr,1554,1557,100,23107818,dxr,100,1554,1557,en_ner_bionlp13cg_md,1000
23228886,l dopa,136,142,100,23228886,l dopa,100,136,142,en_ner_bionlp13cg_md,1000
23207679,lignan glycoside,216,232,100,23207679,lignan glycoside,100,216,232,en_ner_bionlp13cg_md,1000
23169608,nbp,1639,1642,100,23169608,nbp,100,1639,1642,en_ner_bionlp13cg_md,1000
23065531,hydroxyl,1037,1045,100,23065531,hydroxyl,100,1037,1045,en_ner_bionlp13cg_md,1000
23201927,hoechst 33342 pi,505,521,90,23201927,hoechst 33342,90,505,518,en_ner_bionlp13cg_md,1000
23065141,dcpa,646,650,100,23065141,dcpa,100,646,650,en_ner_bionlp13cg_md,1000
23017390,p cumaric acid,341,355,100,23017390,p cumaric acid,100,341,355,en_ner_bionlp13cg_md,1000
23205514,risperidone,595,606,100,23205514,risperidone,100,595,606,en_ner_bionlp13cg_md,1000
23103446,nilotinib,82,91,100,23103446,nilotinib,100,82,91,en_ner_bionlp13cg_md,1000
23086182,ddt,970,973,100,23086182,ddt,100,970,973,en_ner_bionlp13cg_md,1000
23093024,apap,1240,1244,100,23093024,apap,100,1240,1244,en_ner_bionlp13cg_md,1000
23142844,propofol,923,931,100,23142844,propofol,100,923,931,en_ner_bionlp13cg_md,1000
23200735,quercetin,670,679,100,23200735,quercetin,100,670,679,en_ner_bionlp13cg_md,1000
22986947,apap,870,874,100,22986947,apap,100,870,874,en_ner_bionlp13cg_md,1000
23238299,chelidonine,1434,1445,100,23238299,chelidonine,100,1434,1445,en_ner_bionlp13cg_md,1000
23161873,hepatic triglyceride,963,983,75,23161873,triglyceride,75,971,983,en_ner_bionlp13cg_md,1000
22796428,ahn 2,783,788,71,22796428,ahn 2 005,71,783,792,en_ner_bionlp13cg_md,1000
22761031,7 geranyloxycoumarin,40,60,100,22761031,7 geranyloxycoumarin,100,40,60,en_ner_bionlp13cg_md,1000
23220614,iso,556,559,100,23220614,iso,100,556,559,en_ner_bionlp13cg_md,1000
23137956,egcg,336,340,100,23137956,egcg,100,336,340,en_ner_bionlp13cg_md,1000
23146664,mesalamine,1381,1391,100,23146664,mesalamine,100,1381,1391,en_ner_bionlp13cg_md,1000
23174340,bms 763534,0,10,100,23174340,bms 763534,100,0,10,en_ner_bionlp13cg_md,1000
23207679,epicatechin,387,398,100,23207679,epicatechin,100,387,398,en_ner_bionlp13cg_md,1000
23190033,bicarbonate,763,774,100,23190033,bicarbonate,100,763,774,en_ner_bionlp13cg_md,1000
23132629, 15 n,197,202,100,23132629, 15 n,100,197,202,en_ner_bionlp13cg_md,1000
23164932,3 np,1502,1506,100,23164932,3 np,100,1502,1506,en_ner_bionlp13cg_md,1000
23205740,water,1068,1073,40,23205740,sarin,40,1058,1063,en_ner_bionlp13cg_md,1000
23164985,3 cyanopyridine,26,41,100,23164985,3 cyanopyridine,100,26,41,en_ner_bionlp13cg_md,1000
22610748,thiobarbituric acid,993,1012,100,22610748,thiobarbituric acid,100,993,1012,en_ner_bionlp13cg_md,1000
23146761,egcg,26,30,100,23146761,egcg,100,26,30,en_ner_bionlp13cg_md,1000
23052190,midazolam,518,527,100,23052190,midazolam,100,518,527,en_ner_bionlp13cg_md,1000
23219593,4 tert octylphenol,494,512,100,23219593,4 tert octylphenol,100,494,512,en_ner_bionlp13cg_md,1000
22691108,aromadendrine,529,542,100,22691108,aromadendrine,100,529,542,en_ner_bionlp13cg_md,1000
23059794,pfos exposed,1459,1471,50,23059794,pfos,50,1459,1463,en_ner_bionlp13cg_md,1000
23063782,oxygen,1402,1408,100,23063782,oxygen,100,1402,1408,en_ner_bionlp13cg_md,1000
23143037,arachidonic acid,1191,1207,100,23143037,arachidonic acid,100,1191,1207,en_ner_bionlp13cg_md,1000
22511336,blood glucose,650,663,70,22511336,glucose,70,656,663,en_ner_bionlp13cg_md,1000
23201371,nor,1146,1149,100,23201371,nor,100,1146,1149,en_ner_bionlp13cg_md,1000
22447684,quercetin,808,817,100,22447684,quercetin,100,808,817,en_ner_bionlp13cg_md,1000
23076766,dox,630,633,100,23076766,dox,100,630,633,en_ner_bionlp13cg_md,1000
23197647,mtx,1387,1390,100,23197647,mtx,100,1387,1390,en_ner_bionlp13cg_md,1000
23159886,nitric oxide synthase,734,755,73,23159886,nitric oxide,73,734,746,en_ner_bionlp13cg_md,1000
23150210,hoechst 33342,648,661,100,23150210,hoechst 33342,100,648,661,en_ner_bionlp13cg_md,1000
23103569,h2s,18,21,100,23103569,h2s,100,18,21,en_ner_bionlp13cg_md,1000
23152189,atp,1179,1182,100,23152189,atp,100,1179,1182,en_ner_bionlp13cg_md,1000
23111950,mg,746,748,100,23111950,mg,100,746,748,en_ner_bionlp13cg_md,1000
23044094,chloropromazine,815,830,100,23044094,chloropromazine,100,815,830,en_ner_bionlp13cg_md,1000
23220041,capreomycin,173,184,100,23220041,capreomycin,100,173,184,en_ner_bionlp13cg_md,1000
23123664,taurine,1784,1791,100,23123664,taurine,100,1784,1791,en_ner_bionlp13cg_md,1000
23171424,phenol,170,176,100,23171424,phenol,100,170,176,en_ner_bionlp13cg_md,1000
23205514,9 hydroxyrisperidone,488,508,100,23205514,9 hydroxyrisperidone,100,488,508,en_ner_bionlp13cg_md,1000
22239172,tetronic acids,591,605,100,22239172,tetronic acids,100,591,605,en_ner_bionlp13cg_md,1000
22491024,l dopa,1728,1734,100,22491024,l dopa,100,1728,1734,en_ner_bionlp13cg_md,1000
23122151,kaempferol,687,697,100,23122151,kaempferol,100,687,697,en_ner_bionlp13cg_md,1000
22995584,epo a,609,614,100,22995584,epo a,100,609,614,en_ner_bionlp13cg_md,1000
23201337,oxytocin,1482,1490,100,23201337,oxytocin,100,1482,1490,en_ner_bionlp13cg_md,1000
23122143,fatty acid,314,324,100,23122143,fatty acid,100,314,324,en_ner_bionlp13cg_md,1000
23123664,cysteine,588,596,100,23123664,cysteine,100,588,596,en_ner_bionlp13cg_md,1000
23201927,ato,38,41,100,23201927,ato,100,38,41,en_ner_bionlp13cg_md,1000
23249624,vemurafenib,1527,1538,100,23249624,vemurafenib,100,1527,1538,en_ner_bionlp13cg_md,1000
23073075,fty720 p,1187,1195,100,23073075,fty720 p,100,1187,1195,en_ner_bionlp13cg_md,1000
23122115,lactulose,817,826,100,23122115,lactulose,100,817,826,en_ner_bionlp13cg_md,1000
23146761,egcg,1146,1150,100,23146761,egcg,100,1146,1150,en_ner_bionlp13cg_md,1000
22352409,glucoraphanin,487,500,100,22352409,glucoraphanin,100,487,500,en_ner_bionlp13cg_md,1000
23175103,co,660,662,100,23175103,co,100,660,662,en_ner_bionlp13cg_md,1000
23086141,cort,1097,1101,100,23086141,cort,100,1097,1101,en_ner_bionlp13cg_md,1000
22989414,withaferin a,723,735,100,22989414,withaferin a,100,723,735,en_ner_bionlp13cg_md,1000
23111876,amitriptyline,1065,1078,100,23111876,amitriptyline,100,1065,1078,en_ner_bionlp13cg_md,1000
23157634,gln,280,283,100,23157634,gln,100,280,283,en_ner_bionlp13cg_md,1000
23228886,thp,703,706,100,23228886,thp,100,703,706,en_ner_bionlp13cg_md,1000
23238299,chelidonine,645,656,100,23238299,chelidonine,100,645,656,en_ner_bionlp13cg_md,1000
23060276,silver,1205,1211,100,23060276,silver,100,1205,1211,en_ner_bionlp13cg_md,1000
23210780,pentacyclic triterpenes,719,742,100,23210780,pentacyclic triterpenes,100,719,742,en_ner_bionlp13cg_md,1000
23159986,potassium bromate,636,653,100,23159986,potassium bromate,100,636,653,en_ner_bionlp13cg_md,1000
23122115,whey lactose,40,52,74,23122115,lactose,74,45,52,en_ner_bionlp13cg_md,1000
22815312,rifampin,1186,1194,100,22815312,rifampin,100,1186,1194,en_ner_bionlp13cg_md,1000
22910795,hg 2,871,875,89,22910795,hg 2 ,89,871,877,en_ner_bionlp13cg_md,1000
22965581,carbon nanotube,0,15,57,22965581,carbon,57,0,6,en_ner_bionlp13cg_md,1000
23123249,oxime,1508,1513,100,23123249,oxime,100,1508,1513,en_ner_bionlp13cg_md,1000
23220041,pulmonary,4,13,30,23220041,capreomycin,30,0,11,en_ner_bionlp13cg_md,1000
23146761,egcg,482,486,100,23146761,egcg,100,482,486,en_ner_bionlp13cg_md,1000
22931187,ptz601,670,676,100,22931187,ptz601,100,670,676,en_ner_bionlp13cg_md,1000
23205514,9 hydroxyrisperidone,693,713,100,23205514,9 hydroxyrisperidone,100,693,713,en_ner_bionlp13cg_md,1000
23122099,5 methyltetrahydrofolate,344,368,100,23122099,5 methyltetrahydrofolate,100,344,368,en_ner_bionlp13cg_md,1000
23124594,stevioside,941,951,100,23124594,stevioside,100,941,951,en_ner_bionlp13cg_md,1000
23164932,3 np,1227,1231,100,23164932,3 np,100,1227,1231,en_ner_bionlp13cg_md,1000
22830954,sibutramine,565,576,100,22830954,sibutramine,100,565,576,en_ner_bionlp13cg_md,1000
23127820,steroidal glycosides,9,29,100,23127820,steroidal glycosides,100,9,29,en_ner_bionlp13cg_md,1000
22585412,p coumaric acid,951,966,100,22585412,p coumaric acid,100,951,966,en_ner_bionlp13cg_md,1000
22400496,bibenzyls,368,377,100,22400496,bibenzyls,100,368,377,en_ner_bionlp13cg_md,1000
23246469,cas,269,272,20,23246469,gd dtpa,20,274,281,en_ner_bionlp13cg_md,1000
23146750,pfoa,1328,1332,100,23146750,pfoa,100,1328,1332,en_ner_bionlp13cg_md,1000
23179753,vpa,689,692,100,23179753,vpa,100,689,692,en_ner_bionlp13cg_md,1000
23179349,fructose,289,297,100,23179349,fructose,100,289,297,en_ner_bionlp13cg_md,1000
23103330,estrogen,835,843,100,23103330,estrogen,100,835,843,en_ner_bionlp13cg_md,1000
23170792,ticagrelor,1213,1223,100,23170792,ticagrelor,100,1213,1223,en_ner_bionlp13cg_md,1000
23207056,hydroxyl,121,129,100,23207056,hydroxyl,100,121,129,en_ner_bionlp13cg_md,1000
23078954,don,557,560,100,23078954,don,100,557,560,en_ner_bionlp13cg_md,1000
22765351,atk ,919,924,86,22765351,atk,86,919,922,en_ner_bionlp13cg_md,1000
