Model,Data section,Article Count,Article ID,Entity,Start,End
en_ner_jnlpba_md,training.abstracts,1000,23064749,novel gene families,213,232
en_ner_jnlpba_md,training.abstracts,1000,22820275,ne,797,799
en_ner_jnlpba_md,training.abstracts,1000,23104982,53 single chain variable fragments,382,416
en_ner_jnlpba_md,training.abstracts,1000,23234313,protease,633,641
en_ner_jnlpba_md,training.abstracts,1000,23247009,bgg,916,919
en_ner_jnlpba_md,training.abstracts,1000,22705340,mglu2 3,350,357
en_ner_jnlpba_md,training.abstracts,1000,22849972,insulin,872,879
en_ner_jnlpba_md,training.abstracts,1000,23206503,wag rij rat model,491,508
en_ner_jnlpba_md,training.abstracts,1000,22986217,adipokines,909,919
en_ner_jnlpba_md,training.abstracts,1000,23000451,bche,797,801
en_ner_jnlpba_md,training.abstracts,1000,22830982,non perfused cultures,522,543
en_ner_jnlpba_md,training.abstracts,1000,23220560,newborn neurons,871,886
en_ner_jnlpba_md,training.abstracts,1000,23179966,homer family,922,934
en_ner_jnlpba_md,training.abstracts,1000,22619070,vrax,669,673
en_ner_jnlpba_md,training.abstracts,1000,23238236,sweet,504,509
en_ner_jnlpba_md,training.abstracts,1000,23104982,inhibitory scfv antibody,634,658
en_ner_jnlpba_md,training.abstracts,1000,23010362, reboxetine,812,826
en_ner_jnlpba_md,training.abstracts,1000,22975406,gpcrs,1479,1484
en_ner_jnlpba_md,training.abstracts,1000,23157635,fmri,1078,1082
en_ner_jnlpba_md,training.abstracts,1000,22865292,cathepsin k,648,659
en_ner_jnlpba_md,training.abstracts,1000,23184251,diphosphoinositol polyphosphates,1297,1329
en_ner_jnlpba_md,training.abstracts,1000,22991192,apoe,513,517
en_ner_jnlpba_md,training.abstracts,1000,23178179,tpo,1596,1599
en_ner_jnlpba_md,training.abstracts,1000,23245696,pol,1073,1076
en_ner_jnlpba_md,training.abstracts,1000,23153456,ifn,54,57
en_ner_jnlpba_md,training.abstracts,1000,23161217,tnf α,1642,1647
en_ner_jnlpba_md,training.abstracts,1000,23210779,insulin,433,440
en_ner_jnlpba_md,training.abstracts,1000,22469988,hnscc derived cell lines,1039,1063
en_ner_jnlpba_md,training.abstracts,1000,22301818,pe,1331,1333
en_ner_jnlpba_md,training.abstracts,1000,22693035,angiotensin converting enzyme ace ,146,181
en_ner_jnlpba_md,training.abstracts,1000,23203870,zfns,774,778
en_ner_jnlpba_md,training.abstracts,1000,23103568,hdacs,684,689
en_ner_jnlpba_md,training.abstracts,1000,23022398,prefrontal neurons,1576,1594
en_ner_jnlpba_md,training.abstracts,1000,23177256,max max homodimers,657,675
en_ner_jnlpba_md,training.abstracts,1000,22872100,cdkl5,780,785
en_ner_jnlpba_md,training.abstracts,1000,23123331,psns,798,802
en_ner_jnlpba_md,training.abstracts,1000,22815230,cell lines,1213,1223
en_ner_jnlpba_md,training.abstracts,1000,23147005,bcgi,250,254
en_ner_jnlpba_md,training.abstracts,1000,22310169,ets,1934,1937
en_ner_jnlpba_md,training.abstracts,1000,23231350,luciferase,391,401
en_ner_jnlpba_md,training.abstracts,1000,22949397,beet beta vulgaris,429,448
en_ner_jnlpba_md,training.abstracts,1000,23122060,small intestinal segment,692,716
en_ner_jnlpba_md,training.abstracts,1000,23212970,bio based hbpu,707,721
en_ner_jnlpba_md,training.abstracts,1000,23231809,d2r,982,985
en_ner_jnlpba_md,training.abstracts,1000,23000507,etm,1115,1118
en_ner_jnlpba_md,training.abstracts,1000,23246701,rat bone marrow,1139,1154
en_ner_jnlpba_md,training.abstracts,1000,23159790,ves,436,439
en_ner_jnlpba_md,training.abstracts,1000,22991234,rhi,1597,1600
en_ner_jnlpba_md,training.abstracts,1000,23178170,c terminal tail,468,483
en_ner_jnlpba_md,training.abstracts,1000,23160089,mc3t3 e1 cells,663,677
en_ner_jnlpba_md,training.abstracts,1000,23184251,nudix hydrolases,1695,1711
en_ner_jnlpba_md,training.abstracts,1000,23234812,osteocytes,134,144
en_ner_jnlpba_md,training.abstracts,1000,23001862,gastrointestinal cancer cells,1026,1055
en_ner_jnlpba_md,training.abstracts,1000,22991192,osteoprotegerin opg receptor activator of nf κb ligand,841,897
en_ner_jnlpba_md,training.abstracts,1000,23019137,cpkc,1274,1278
en_ner_jnlpba_md,training.abstracts,1000,22664910,nuclear receptors,0,17
en_ner_jnlpba_md,training.abstracts,1000,23000450,bche,23,27
en_ner_jnlpba_md,training.abstracts,1000,23146662,lncap,323,328
en_ner_jnlpba_md,training.abstracts,1000,23209189,2q21,298,302
en_ner_jnlpba_md,training.abstracts,1000,23147377,ige,964,967
en_ner_jnlpba_md,training.abstracts,1000,22303963,tigerkin c 18 column,274,295
en_ner_jnlpba_md,training.abstracts,1000,23246867,f actin,571,578
en_ner_jnlpba_md,training.abstracts,1000,22926048,mutant cells,822,834
en_ner_jnlpba_md,training.abstracts,1000,23203870,zinc finger nucleases,209,230
en_ner_jnlpba_md,training.abstracts,1000,22430207,bcl 2 homology bh 3 only,41,66
en_ner_jnlpba_md,training.abstracts,1000,23163508,lsu rdna d1 d2 region,326,347
en_ner_jnlpba_md,training.abstracts,1000,23246867,min6 β cells,353,365
en_ner_jnlpba_md,training.abstracts,1000,23147837,bde 99,922,928
en_ner_jnlpba_md,training.abstracts,1000,22644836,mets,451,455
en_ner_jnlpba_md,training.abstracts,1000,23052195,antioxidative enzymes,26,47
en_ner_jnlpba_md,training.abstracts,1000,23123743,estrogen receptors,67,85
en_ner_jnlpba_md,training.abstracts,1000,23111753,sos cc2,876,883
en_ner_jnlpba_md,training.abstracts,1000,22963554,pi3,1518,1521
en_ner_jnlpba_md,training.abstracts,1000,23146662,u937,333,337
en_ner_jnlpba_md,training.abstracts,1000,23074021,f344 gpt delta,477,491
en_ner_jnlpba_md,training.abstracts,1000,22981737,colq,1562,1566
en_ner_jnlpba_md,training.abstracts,1000,22956630,glucocorticoid receptor,1504,1527
en_ner_jnlpba_md,training.abstracts,1000,23220612,gluthathione reductase,891,913
en_ner_jnlpba_md,training.abstracts,1000,23011759,ces genes,360,369
en_ner_jnlpba_md,training.abstracts,1000,23214714,pycooh 0 product,1854,1871
en_ner_jnlpba_md,training.abstracts,1000,22718275,3β hydroxysterol δ 7 reductase,165,196
en_ner_jnlpba_md,training.abstracts,1000,22370645,a549 gr cells,847,860
en_ner_jnlpba_md,training.abstracts,1000,23228696,p38,1181,1184
en_ner_jnlpba_md,training.abstracts,1000,22865292, cells,940,949
en_ner_jnlpba_md,training.abstracts,1000,23063593,her,516,519
en_ner_jnlpba_md,training.abstracts,1000,23219725,cohesin complex,117,132
en_ner_jnlpba_md,training.abstracts,1000,23232941,anchorage sites,487,502
en_ner_jnlpba_md,training.abstracts,1000,23159732,catalytic anionic subsite,327,354
en_ner_jnlpba_md,training.abstracts,1000,22872141,dna protein cross links,255,278
en_ner_jnlpba_md,training.abstracts,1000,23122086,cellulase,106,115
en_ner_jnlpba_md,training.abstracts,1000,22623520,group iii,606,615
en_ner_jnlpba_md,training.abstracts,1000,23194502,resistant cancer cell line,587,613
en_ner_jnlpba_md,training.abstracts,1000,23135548,pe,1082,1084
en_ner_jnlpba_md,training.abstracts,1000,22989705,peroxisome proliferator activated receptor gamma,471,520
en_ner_jnlpba_md,training.abstracts,1000,23197771,disintegrin and metalloproteinase 17 inhibitor tapi 0,520,574
en_ner_jnlpba_md,training.abstracts,1000,23235158,redox cofactor,1284,1298
en_ner_jnlpba_md,training.abstracts,1000,23122136, ,280,281
en_ner_jnlpba_md,training.abstracts,1000,22859660,angiotensin ii,125,139
en_ner_jnlpba_md,training.abstracts,1000,23030346,si shell,1079,1087
en_ner_jnlpba_md,training.abstracts,1000,23147376,dep,2057,2060
en_ner_jnlpba_md,training.abstracts,1000,23219590,caspase 3,534,543
en_ner_jnlpba_md,training.abstracts,1000,23238425,pal,404,407
en_ner_jnlpba_md,training.abstracts,1000,23135547,complexes i and ii,884,902
en_ner_jnlpba_md,training.abstracts,1000,23071106,phospholipase c,1654,1669
en_ner_jnlpba_md,training.abstracts,1000,23151381,xa va like venoms,1484,1502
en_ner_jnlpba_md,training.abstracts,1000,23152186,hmsc,871,875
en_ner_jnlpba_md,training.abstracts,1000,23099339,micromass,330,339
en_ner_jnlpba_md,training.abstracts,1000,22967722,lsc,328,331
en_ner_jnlpba_md,training.abstracts,1000,23160964,vdr,351,354
en_ner_jnlpba_md,training.abstracts,1000,23043137,pvi,347,350
en_ner_jnlpba_md,training.abstracts,1000,23179351,il 4,207,211
en_ner_jnlpba_md,training.abstracts,1000,23163430,macrophages,143,154
en_ner_jnlpba_md,training.abstracts,1000,22945693,t versus nt,904,915
en_ner_jnlpba_md,training.abstracts,1000,23229511,cyclin e,1286,1294
en_ner_jnlpba_md,training.abstracts,1000,22310169,gpx,860,863
en_ner_jnlpba_md,training.abstracts,1000,22923473,glycogen 74 3 vs 53 ,697,722
en_ner_jnlpba_md,training.abstracts,1000,22658648,insulin,602,609
en_ner_jnlpba_md,training.abstracts,1000,22906800,schwann cells,1521,1534
en_ner_jnlpba_md,training.abstracts,1000,23192981,prlr,1994,1998
en_ner_jnlpba_md,training.abstracts,1000,23153456,hepg2 hepatoma cells,1208,1228
en_ner_jnlpba_md,training.abstracts,1000,23220004,crbp,794,798
en_ner_jnlpba_md,training.abstracts,1000,23159888,cos cells,601,610
en_ner_jnlpba_md,training.abstracts,1000,22733134,nsclc cell lines,784,800
en_ner_jnlpba_md,training.abstracts,1000,23238991,ckrs cxcr3,916,926
en_ner_jnlpba_md,training.abstracts,1000,23036893,estrogen receptor alpha,416,439
en_ner_jnlpba_md,training.abstracts,1000,23137833,il 1β,670,675
en_ner_jnlpba_md,training.abstracts,1000,23204325,mig6,467,471
en_ner_jnlpba_md,training.abstracts,1000,23146694,c jun n terminal kinase,999,1022
en_ner_jnlpba_md,training.abstracts,1000,23146694,mb cells,623,631
en_ner_jnlpba_md,training.abstracts,1000,23234812,mechanically stimulated osteocytes,314,348
en_ner_jnlpba_md,training.abstracts,1000,22370645,sistat3,1209,1216
en_ner_jnlpba_md,training.abstracts,1000,22981737,ache colq,765,774
en_ner_jnlpba_md,training.abstracts,1000,23086197,cytochrome,485,495
en_ner_jnlpba_md,training.abstracts,1000,23028140,recombinant p450 enzymes,281,305
en_ner_jnlpba_md,training.abstracts,1000,22981737,achr,330,334
en_ner_jnlpba_md,training.abstracts,1000,22993196,atgl,138,142
en_ner_jnlpba_md,training.abstracts,1000,23052192,pbmc,586,590
en_ner_jnlpba_md,training.abstracts,1000,22923473,insulin,923,930
en_ner_jnlpba_md,training.abstracts,1000,23066949,aspartate residues 297 and 298,690,721
en_ner_jnlpba_md,training.abstracts,1000,23019137,g protein coupled receptor kinase 2,677,712
en_ner_jnlpba_md,training.abstracts,1000,23086038,glycogen synthase kinase,801,825
en_ner_jnlpba_md,training.abstracts,1000,22516666,gabaergic,1544,1553
en_ner_jnlpba_md,training.abstracts,1000,23151381,clotting factors,1131,1147
en_ner_jnlpba_md,training.abstracts,1000,22963554,hdac2,1380,1385
en_ner_jnlpba_md,training.abstracts,1000,23142538,igf2r,354,359
en_ner_jnlpba_md,training.abstracts,1000,22864622,aurora a,879,887
en_ner_jnlpba_md,training.abstracts,1000,23085085,hdac3,799,804
en_ner_jnlpba_md,training.abstracts,1000,23116144, mixed sites,532,544
en_ner_jnlpba_md,training.abstracts,1000,23180826,hepg2 cells,1085,1096
en_ner_jnlpba_md,training.abstracts,1000,23202585,chromatin,70,79
en_ner_jnlpba_md,training.abstracts,1000,23208609,h295r cells,1482,1493
en_ner_jnlpba_md,training.abstracts,1000,22788700,il10,161,165
en_ner_jnlpba_md,training.abstracts,1000,23153456,cxcl9,693,698
en_ner_jnlpba_md,training.abstracts,1000,23044047,three dimensional 3d ,160,182
en_ner_jnlpba_md,training.abstracts,1000,23203870,talens,783,789
en_ner_jnlpba_md,training.abstracts,1000,22451355,cancer cell lines,112,129
en_ner_jnlpba_md,training.abstracts,1000,23123737,pdgfr β,715,722
en_ner_jnlpba_md,training.abstracts,1000,23010363,alpha beta hydrolases,854,875
en_ner_jnlpba_md,training.abstracts,1000,23183413,copper,2543,2549
en_ner_jnlpba_md,training.abstracts,1000,23086198,hek293 cells,1186,1198
en_ner_jnlpba_md,training.abstracts,1000,23193183,cdkal1,569,575
en_ner_jnlpba_md,training.abstracts,1000,22670797,qnt3 18,786,793
en_ner_jnlpba_md,training.abstracts,1000,22872141,human lymphoblastoid cells,1408,1434
en_ner_jnlpba_md,training.abstracts,1000,23228475,hepa 1c1c7,716,726
en_ner_jnlpba_md,training.abstracts,1000,23245696,pol,1082,1085
en_ner_jnlpba_md,training.abstracts,1000,23059626,chemokine c c motif ligand 3,104,134
en_ner_jnlpba_md,training.abstracts,1000,22967722,lsc,659,662
en_ner_jnlpba_md,training.abstracts,1000,22995755,25k,167,170
en_ner_jnlpba_md,training.abstracts,1000,23189968,epo,224,227
en_ner_jnlpba_md,training.abstracts,1000,23220004,enzymes,689,696
en_ner_jnlpba_md,training.abstracts,1000,23229511,ahr protein,1645,1656
en_ner_jnlpba_md,training.abstracts,1000,23122089,gsg,759,762
en_ner_jnlpba_md,training.abstracts,1000,23030680,rcyp,497,501
en_ner_jnlpba_md,training.abstracts,1000,23220002,nte,2019,2022
en_ner_jnlpba_md,training.abstracts,1000,23047001,6v,607,609
en_ner_jnlpba_md,training.abstracts,1000,23142699,mcf 7 breast cancer cells,29,54
en_ner_jnlpba_md,training.abstracts,1000,23183084,pr b,1532,1536
en_ner_jnlpba_md,training.abstracts,1000,23122108,hct 116,272,279
en_ner_jnlpba_md,training.abstracts,1000,23220589,che,446,449
en_ner_jnlpba_md,training.abstracts,1000,23164615,mglur8 receptors,815,831
en_ner_jnlpba_md,training.abstracts,1000,22991330,monocytes,1053,1062
en_ner_jnlpba_md,training.abstracts,1000,23220412,b or c cell density and,427,451
en_ner_jnlpba_md,training.abstracts,1000,23245697,3 exonuclease,1025,1039
en_ner_jnlpba_md,training.abstracts,1000,23232866,hippocampal neurons,866,885
en_ner_jnlpba_md,training.abstracts,1000,23068419,sh sy5y cells,586,599
en_ner_jnlpba_md,training.abstracts,1000,22889612,rvt,602,605
en_ner_jnlpba_md,training.abstracts,1000,23243660,mitochondrial respiratory chain,1713,1744
en_ner_jnlpba_md,training.abstracts,1000,23066090,insulin,662,669
en_ner_jnlpba_md,training.abstracts,1000,22982206,dr5,1133,1136
en_ner_jnlpba_md,training.abstracts,1000,23115119,carboxylic acid moieties,142,166
en_ner_jnlpba_md,training.abstracts,1000,23041661,rat p2x2 receptor,186,203
en_ner_jnlpba_md,training.abstracts,1000,22956629,nb2,137,140
en_ner_jnlpba_md,training.abstracts,1000,23161866,igfbp 4,1497,1504
en_ner_jnlpba_md,training.abstracts,1000,23245188,peroxidase,125,135
en_ner_jnlpba_md,training.abstracts,1000,23085979,epithelial wb f344 cells,798,822
en_ner_jnlpba_md,training.abstracts,1000,23030766,her2 expressing cancer cells,891,919
en_ner_jnlpba_md,training.abstracts,1000,23246865,orexin receptor,617,632
en_ner_jnlpba_md,training.abstracts,1000,23109233,cation biotic ligand,592,612
en_ner_jnlpba_md,training.abstracts,1000,22634360,mglur4,1272,1278
en_ner_jnlpba_md,training.abstracts,1000,23085330,g escherichia e coli,464,486
en_ner_jnlpba_md,training.abstracts,1000,22849972,ttr,691,694
en_ner_jnlpba_md,training.abstracts,1000,23122169,human cervical carcinoma cell lines,1001,1037
en_ner_jnlpba_md,training.abstracts,1000,22867274,ames,1063,1067
en_ner_jnlpba_md,training.abstracts,1000,23235151,molecular mass species,505,527
en_ner_jnlpba_md,training.abstracts,1000,23028140,main enzymes,1376,1388
en_ner_jnlpba_md,training.abstracts,1000,23041510,2β hydroxypropyloxy,22,41
en_ner_jnlpba_md,training.abstracts,1000,23211525,sult2a1,1012,1019
en_ner_jnlpba_md,training.abstracts,1000,23079231,tumor cells,1830,1841
en_ner_jnlpba_md,training.abstracts,1000,23117149,neutrophil,1089,1099
en_ner_jnlpba_md,training.abstracts,1000,23220004,sdr,502,505
en_ner_jnlpba_md,training.abstracts,1000,22986217,lsi,864,867
en_ner_jnlpba_md,training.abstracts,1000,23227961,erk 2,1121,1126
en_ner_jnlpba_md,training.abstracts,1000,23184251,idp,1281,1284
en_ner_jnlpba_md,training.abstracts,1000,22580610,gbm cells,586,595
en_ner_jnlpba_md,training.abstracts,1000,22955948,ikk β,199,204
en_ner_jnlpba_md,training.abstracts,1000,23238991,bcl 2,1552,1557
en_ner_jnlpba_md,training.abstracts,1000,22543584,transcriptional repressors,1066,1092
en_ner_jnlpba_md,training.abstracts,1000,23147005,endonuclease,92,104
en_ner_jnlpba_md,training.abstracts,1000,22832075,matrix metalloproteinase 2,1415,1441
en_ner_jnlpba_md,training.abstracts,1000,23161664,lo,795,797
en_ner_jnlpba_md,training.abstracts,1000,23220560,npcs,826,830
en_ner_jnlpba_md,training.abstracts,1000,22841916,creb,880,884
en_ner_jnlpba_md,training.abstracts,1000,23090968,fetal gene,131,141
en_ner_jnlpba_md,training.abstracts,1000,22986217,hsi,872,875
en_ner_jnlpba_md,training.abstracts,1000,23123332,myeloperoxidase,647,662
en_ner_jnlpba_md,training.abstracts,1000,23159396,igg,64,67
en_ner_jnlpba_md,training.abstracts,1000,23183183,receptor mrnas,935,949
en_ner_jnlpba_md,training.abstracts,1000,23033256,tissue dependent differentially methylated region,504,553
en_ner_jnlpba_md,training.abstracts,1000,23092877,igf1,801,805
en_ner_jnlpba_md,training.abstracts,1000,23144001,alkaline phosphatase,136,156
en_ner_jnlpba_md,training.abstracts,1000,22981737,c terminal domain,192,209
en_ner_jnlpba_md,training.abstracts,1000,23194566,trumpet shells,369,383
en_ner_jnlpba_md,training.abstracts,1000,23246580,antibodies venom ratio,642,664
en_ner_jnlpba_md,training.abstracts,1000,22317823,al,1774,1776
en_ner_jnlpba_md,training.abstracts,1000,22445601,ly541850,401,409
en_ner_jnlpba_md,training.abstracts,1000,23155052,vegfr2,1428,1434
en_ner_jnlpba_md,training.abstracts,1000,22963554,janus kinases,1100,1113
en_ner_jnlpba_md,training.abstracts,1000,22580035,growth factors,114,128
en_ner_jnlpba_md,training.abstracts,1000,23121767,sp1,684,687
en_ner_jnlpba_md,training.abstracts,1000,23205778,explicit hydrogen version,4,29
en_ner_jnlpba_md,training.abstracts,1000,23143036,down regulated msh gene,1430,1453
en_ner_jnlpba_md,training.abstracts,1000,22961087,tdag51,282,288
en_ner_jnlpba_md,training.abstracts,1000,23219590,caspase 3,879,888
en_ner_jnlpba_md,training.abstracts,1000,22966070,tub,584,587
en_ner_jnlpba_md,training.abstracts,1000,23183183,cnp3,1142,1146
en_ner_jnlpba_md,training.abstracts,1000,23220617,fibrin,578,584
en_ner_jnlpba_md,training.abstracts,1000,22580610,chromosome 1p36 23,0,18
en_ner_jnlpba_md,training.abstracts,1000,22543584,erp29,1134,1139
en_ner_jnlpba_md,training.abstracts,1000,23139378,hepatic uptake transporter,289,315
en_ner_jnlpba_md,training.abstracts,1000,23192982,sr b1 promoter,711,725
en_ner_jnlpba_md,training.abstracts,1000,23180826,cd34,911,915
en_ner_jnlpba_md,training.abstracts,1000,23063411,auc 0 6 h 242 vs 152 μg lh,1232,1260
en_ner_jnlpba_md,training.abstracts,1000,22931212,nadh,66,70
en_ner_jnlpba_md,training.abstracts,1000,23141425,rat cardiac fibroblasts,781,804
en_ner_jnlpba_md,training.abstracts,1000,23161866,igfbp,309,314
en_ner_jnlpba_md,training.abstracts,1000,23214926,arf1,179,183
en_ner_jnlpba_md,training.abstracts,1000,22543584,basal like bt549 cells,926,948
en_ner_jnlpba_md,training.abstracts,1000,23000507,m1,388,390
en_ner_jnlpba_md,training.abstracts,1000,23231809,d2,444,446
en_ner_jnlpba_md,training.abstracts,1000,23090968,akap lbc complex,532,548
en_ner_jnlpba_md,training.abstracts,1000,22824788,embryonic stem cells,0,20
en_ner_jnlpba_md,training.abstracts,1000,23116112,stem cell lineage,236,253
en_ner_jnlpba_md,training.abstracts,1000,23052192,atm independent p53,1407,1426
en_ner_jnlpba_md,training.abstracts,1000,23219725,cohesin,890,897
en_ner_jnlpba_md,training.abstracts,1000,23230281,lox 1,1137,1142
en_ner_jnlpba_md,training.abstracts,1000,23201124,apoptosis protein,14,31
en_ner_jnlpba_md,training.abstracts,1000,23177255,glucose moiety,239,253
en_ner_jnlpba_md,training.abstracts,1000,23218712,yh gka,548,554
en_ner_jnlpba_md,training.abstracts,1000,22982206,chop,790,794
en_ner_jnlpba_md,training.abstracts,1000,23159666,transferrin,231,242
en_ner_jnlpba_md,training.abstracts,1000,22995849,28s rdna,532,540
en_ner_jnlpba_md,training.abstracts,1000,23161664,lysyl oxidase,0,13
en_ner_jnlpba_md,training.abstracts,1000,22370634,ires,688,692
en_ner_jnlpba_md,training.abstracts,1000,23042728,runx2,771,776
en_ner_jnlpba_md,training.abstracts,1000,23197296,sumo modified proteins,529,551
en_ner_jnlpba_md,training.abstracts,1000,23211525,rorα,1126,1130
en_ner_jnlpba_md,training.abstracts,1000,23127599,sr bi,1192,1197
en_ner_jnlpba_md,training.abstracts,1000,23132334,efflux transporters p glycoprotein,348,382
en_ner_jnlpba_md,training.abstracts,1000,23063593,her treated cells,836,853
en_ner_jnlpba_md,training.abstracts,1000,23030766,engineered fc,684,697
en_ner_jnlpba_md,training.abstracts,1000,23231457,hydrogel based scaffolds,295,319
en_ner_jnlpba_md,training.abstracts,1000,23203920,native signal molecule,707,729
en_ner_jnlpba_md,training.abstracts,1000,23234855,cooh,843,847
en_ner_jnlpba_md,training.abstracts,1000,23085435,tumor cells,64,75
en_ner_jnlpba_md,training.abstracts,1000,22827894,ache,1402,1406
en_ner_jnlpba_md,training.abstracts,1000,23246580,svmps,1073,1078
en_ner_jnlpba_md,training.abstracts,1000,22451355,human umbilical vein endothelial cells,1086,1124
en_ner_jnlpba_md,training.abstracts,1000,22832075,β1,1108,1110
en_ner_jnlpba_md,training.abstracts,1000,23131177,melatonin,1335,1344
en_ner_jnlpba_md,training.abstracts,1000,23146690,c met,636,641
en_ner_jnlpba_md,training.abstracts,1000,23220612,isoprostanes,1452,1464
en_ner_jnlpba_md,training.abstracts,1000,23016524,transmembrane protein,316,337
en_ner_jnlpba_md,training.abstracts,1000,23147415,ache,262,266
en_ner_jnlpba_md,training.abstracts,1000,23001627,sod,1547,1550
en_ner_jnlpba_md,training.abstracts,1000,22830982,cytochromes p450,213,229
