article,entity,start,end,highest_ratio,best_match_annotation_article,best_match_annotation_entity,best_match_similarity_ratio,best_match_annotation_start,best_match_annotation_end,Model,Article Count
23200734,steroids,742,750,100,23200734,steroids,100,742,750,en_ner_bionlp13cg_md,1000
23274908,katp,165,169,100,23274908,katp,100,165,169,en_ner_bionlp13cg_md,1000
23396090,liposomal cddp,1572,1586,44,23396090,cddp,44,1582,1586,en_ner_bionlp13cg_md,1000
22960442,nitric oxide,1308,1320,100,22960442,nitric oxide,100,1308,1320,en_ner_bionlp13cg_md,1000
23017395,fish oil,14,22,18,23017395,dha,18,19,22,en_ner_bionlp13cg_md,1000
23194530,clo,667,670,100,23194530,clo,100,667,670,en_ner_bionlp13cg_md,1000
23103563,ibandronate,421,432,100,23103563,ibandronate,100,421,432,en_ner_bionlp13cg_md,1000
23584355,methanol,955,963,100,23584355,methanol,100,955,963,en_ner_bionlp13cg_md,1000
23419834,ho 1,1437,1441,22,23419834,hemin,22,1428,1433,en_ner_bionlp13cg_md,1000
23126604,pluronic f127 polyethylenimine folate,46,83,100,23126604,pluronic f127 polyethylenimine folate,100,46,83,en_ner_bionlp13cg_md,1000
23123257,polyglutamate,1387,1400,100,23123257,polyglutamate,100,1387,1400,en_ner_bionlp13cg_md,1000
23135544,large2,37,43,19,23135544,glucuronic acid,19,38,53,en_ner_bionlp13cg_md,1000
23385092,h n analyses ,345,359,14,23385092,n,14,348,349,en_ner_bionlp13cg_md,1000
23396144,cfe,827,830,33,23396144,cls,33,835,838,en_ner_bionlp13cg_md,1000
23297161, rifampicin,961,972,95,23297161,rifampicin,95,962,972,en_ner_bionlp13cg_md,1000
23210706,amino groups,783,795,40,23210706,primary amino,40,775,788,en_ner_bionlp13cg_md,1000
22521499,vu0360172,1462,1471,100,22521499,vu0360172,100,1462,1471,en_ner_bionlp13cg_md,1000
23540839,3 indolepropionic acid,230,252,100,23540839,3 indolepropionic acid,100,230,252,en_ner_bionlp13cg_md,1000
23402371,benzbromarone,804,817,100,23402371,benzbromarone,100,804,817,en_ner_bionlp13cg_md,1000
23519470,reactive oxygen species,491,514,41,23519470,oxygen,41,500,506,en_ner_bionlp13cg_md,1000
23208951,pva,115,118,100,23208951,pva,100,115,118,en_ner_bionlp13cg_md,1000
23411207,prostaglandin e2 pge 2 ,804,828,82,23411207,prostaglandin e2,82,804,820,en_ner_bionlp13cg_md,1000
23017409,zingerone,223,232,100,23017409,zingerone,100,223,232,en_ner_bionlp13cg_md,1000
23409715,acetyl,274,280,100,23409715,acetyl,100,274,280,en_ner_bionlp13cg_md,1000
23017395,epa dha,889,896,60,23017395,epa,60,889,892,en_ner_bionlp13cg_md,1000
23340199,clfx,614,618,100,23340199,clfx,100,614,618,en_ner_bionlp13cg_md,1000
23208951,pva,761,764,100,23208951,pva,100,761,764,en_ner_bionlp13cg_md,1000
23347953,dopamine,0,8,100,23347953,dopamine,100,0,8,en_ner_bionlp13cg_md,1000
23318471,cgmp,1304,1308,100,23318471,cgmp,100,1304,1308,en_ner_bionlp13cg_md,1000
23240691,amino acid,1098,1108,100,23240691,amino acid,100,1098,1108,en_ner_bionlp13cg_md,1000
23194824,blood urea nitrogen,1458,1477,35,23194824,urea,35,1464,1468,en_ner_bionlp13cg_md,1000
22233192,ala,557,560,100,22233192,ala,100,557,560,en_ner_bionlp13cg_md,1000
23420583,al,1130,1132,100,23420583,al,100,1130,1132,en_ner_bionlp13cg_md,1000
23631496,se,698,700,100,23631496,se,100,698,700,en_ner_bionlp13cg_md,1000
23000076,ampt,826,830,100,23000076,ampt,100,826,830,en_ner_bionlp13cg_md,1000
23521216,baeckeins a 2 ,142,157,88,23521216,baeckeins a,88,142,153,en_ner_bionlp13cg_md,1000
23178655,glucose,600,607,100,23178655,glucose,100,600,607,en_ner_bionlp13cg_md,1000
23485401,pyridazine,805,815,100,23485401,pyridazine,100,805,815,en_ner_bionlp13cg_md,1000
23470196,lmw tga,1109,1116,60,23470196,tga,60,1113,1116,en_ner_bionlp13cg_md,1000
22933114,cytosolic ca 2,529,543,42,22933114,ca 2 ,42,539,545,en_ner_bionlp13cg_md,1000
23016694,dopamine,325,333,100,23016694,dopamine,100,325,333,en_ner_bionlp13cg_md,1000
23631425,cs ,280,283,100,23631425,cs ,100,280,283,en_ner_bionlp13cg_md,1000
23220400,dcpg,1933,1937,100,23220400,dcpg,100,1933,1937,en_ner_bionlp13cg_md,1000
23520191,paclitaxel,388,398,100,23520191,paclitaxel,100,388,398,en_ner_bionlp13cg_md,1000
23457122,bisphenol a,0,11,100,23457122,bisphenol a,100,0,11,en_ner_bionlp13cg_md,1000
23274088,ptaquiloside,1118,1130,100,23274088,ptaquiloside,100,1118,1130,en_ner_bionlp13cg_md,1000
23428385,platelet adp receptor,621,642,25,23428385,adp,25,630,633,en_ner_bionlp13cg_md,1000
23274908,glucose,976,983,100,23274908,glucose,100,976,983,en_ner_bionlp13cg_md,1000
23431112,abt 384,1943,1950,100,23431112,abt 384,100,1943,1950,en_ner_bionlp13cg_md,1000
23625947,kainate,838,845,100,23625947,kainate,100,838,845,en_ner_bionlp13cg_md,1000
23552261,cd,35,37,100,23552261,cd,100,35,37,en_ner_bionlp13cg_md,1000
23371491,vpa,118,121,100,23371491,vpa,100,118,121,en_ner_bionlp13cg_md,1000
23430161,blood alcohol,302,315,70,23430161,alcohol,70,308,315,en_ner_bionlp13cg_md,1000
23212442,cadmium,250,257,100,23212442,cadmium,100,250,257,en_ner_bionlp13cg_md,1000
23537377,no,464,466,100,23537377,no,100,464,466,en_ner_bionlp13cg_md,1000
23425332,aniline,64,71,100,23425332,aniline,100,64,71,en_ner_bionlp13cg_md,1000
22944045,dbp,159,162,100,22944045,dbp,100,159,162,en_ner_bionlp13cg_md,1000
23104247,vpa,1025,1028,100,23104247,vpa,100,1025,1028,en_ner_bionlp13cg_md,1000
22884520,oxysterol,966,975,100,22884520,oxysterol,100,966,975,en_ner_bionlp13cg_md,1000
23289972,tyr,1201,1204,100,23289972,tyr,100,1201,1204,en_ner_bionlp13cg_md,1000
23223517,apap,1258,1262,100,23223517,apap,100,1258,1262,en_ner_bionlp13cg_md,1000
23378625,fructosamine,213,225,100,23378625,fructosamine,100,213,225,en_ner_bionlp13cg_md,1000
23199882,posterior capsular,0,18,32,23199882,polymethoxyflavones,32,0,19,en_ner_bionlp13cg_md,1000
23017395,triacylglycerols,389,405,100,23017395,triacylglycerols,100,389,405,en_ner_bionlp13cg_md,1000
23400747,cxm,134,137,100,23400747,cxm,100,134,137,en_ner_bionlp13cg_md,1000
23407783,n methyl d aspartate,753,773,100,23407783,n methyl d aspartate,100,753,773,en_ner_bionlp13cg_md,1000
23436571,peg,582,585,100,23436571,peg,100,582,585,en_ner_bionlp13cg_md,1000
23200945,alcohol,1839,1846,70,23200945,allyl alcohol,70,1833,1846,en_ner_bionlp13cg_md,1000
23301830,propranolol,82,93,100,23301830,propranolol,100,82,93,en_ner_bionlp13cg_md,1000
23355539,lapatinib,447,456,100,23355539,lapatinib,100,447,456,en_ner_bionlp13cg_md,1000
23291240,24s hydroxycholesterol,699,721,100,23291240,24s hydroxycholesterol,100,699,721,en_ner_bionlp13cg_md,1000
23194530,oxa,662,665,33,23194530,clo,33,667,670,en_ner_bionlp13cg_md,1000
23360430,bisphenol a,0,11,100,23360430,bisphenol a,100,0,11,en_ner_bionlp13cg_md,1000
23344553,sacc,288,292,100,23344553,sacc,100,288,292,en_ner_bionlp13cg_md,1000
23082005,plasma aldosterone to renin,97,124,58,23082005,aldosterone,58,104,115,en_ner_bionlp13cg_md,1000
23560542,nucleoside,722,732,100,23560542,nucleoside,100,722,732,en_ner_bionlp13cg_md,1000
23519881,fatty acid synthase,1303,1322,69,23519881,fatty acid,69,1303,1313,en_ner_bionlp13cg_md,1000
23171137,4 hydroxypentanoate,149,168,100,23171137,4 hydroxypentanoate,100,149,168,en_ner_bionlp13cg_md,1000
23355539,lapatinib,0,9,100,23355539,lapatinib,100,0,9,en_ner_bionlp13cg_md,1000
23454146,honokiol,272,280,100,23454146,honokiol,100,272,280,en_ner_bionlp13cg_md,1000
23639360,reactive oxygen species,1336,1359,41,23639360,oxygen,41,1345,1351,en_ner_bionlp13cg_md,1000
23208951,pva,1369,1372,100,23208951,pva,100,1369,1372,en_ner_bionlp13cg_md,1000
23411243,flavan 3 ol,626,637,100,23411243,flavan 3 ol,100,626,637,en_ner_bionlp13cg_md,1000
23524313,cholesterol,372,383,100,23524313,cholesterol,100,372,383,en_ner_bionlp13cg_md,1000
23400749,aminoglycosides,1149,1164,100,23400749,aminoglycosides,100,1149,1164,en_ner_bionlp13cg_md,1000
23368901,choline,695,702,100,23368901,choline,100,695,702,en_ner_bionlp13cg_md,1000
23639187,palmitate,93,102,100,23639187,palmitate,100,93,102,en_ner_bionlp13cg_md,1000
23333577,pinosylvin,689,699,100,23333577,pinosylvin,100,689,699,en_ner_bionlp13cg_md,1000
23561112,cis urocanic acid,37,54,100,23561112,cis urocanic acid,100,37,54,en_ner_bionlp13cg_md,1000
23362116,atra,665,669,100,23362116,atra,100,665,669,en_ner_bionlp13cg_md,1000
23435674,kcl,229,232,100,23435674,kcl,100,229,232,en_ner_bionlp13cg_md,1000
23307232,warfarin,498,506,100,23307232,warfarin,100,498,506,en_ner_bionlp13cg_md,1000
23428346,cholesterol,112,123,100,23428346,cholesterol,100,112,123,en_ner_bionlp13cg_md,1000
23615707,nac,453,456,100,23615707,nac,100,453,456,en_ner_bionlp13cg_md,1000
23470204,polylactide,1118,1129,100,23470204,polylactide,100,1118,1129,en_ner_bionlp13cg_md,1000
23579428,cocaine,1754,1761,100,23579428,cocaine,100,1754,1761,en_ner_bionlp13cg_md,1000
23519881,rgz,913,916,100,23519881,rgz,100,913,916,en_ner_bionlp13cg_md,1000
23584355,acetone,1110,1117,100,23584355,acetone,100,1110,1117,en_ner_bionlp13cg_md,1000
23122138,bromide,439,446,61,23122138,cyanogen bromide,61,430,446,en_ner_bionlp13cg_md,1000
23460404,ni nta dg,290,299,100,23460404,ni nta dg,100,290,299,en_ner_bionlp13cg_md,1000
23473581,1 decyl 3 methyl imidazolium tetracyanoborate,272,317,100,23473581,1 decyl 3 methyl imidazolium tetracyanoborate,100,272,317,en_ner_bionlp13cg_md,1000
23289972,ser 280 and,1219,1230,43,23289972,ser,43,1219,1222,en_ner_bionlp13cg_md,1000
23624148,reactive oxygen species,1023,1046,41,23624148,oxygen,41,1032,1038,en_ner_bionlp13cg_md,1000
23578628,ame,83,86,100,23578628,ame,100,83,86,en_ner_bionlp13cg_md,1000
23420583,o,1351,1352,100,23420583,o,100,1351,1352,en_ner_bionlp13cg_md,1000
23493259,glucose,226,233,100,23493259,glucose,100,226,233,en_ner_bionlp13cg_md,1000
23000076,thc,1389,1392,100,23000076,thc,100,1389,1392,en_ner_bionlp13cg_md,1000
23529650,ag atoms,1349,1357,40,23529650,ag,40,1349,1351,en_ner_bionlp13cg_md,1000
23301830,nmp,839,842,100,23301830,nmp,100,839,842,en_ner_bionlp13cg_md,1000
23274771,doxorubicin,228,239,100,23274771,doxorubicin,100,228,239,en_ner_bionlp13cg_md,1000
23523831,liver,88,93,29,23523831,nerolidol,29,88,97,en_ner_bionlp13cg_md,1000
23440918,nosiheptide,74,85,100,23440918,nosiheptide,100,65,76,en_ner_bionlp13cg_md,1000
22370641,epirubicin,725,735,100,22370641,epirubicin,100,725,735,en_ner_bionlp13cg_md,1000
23265876,c3 dideoxyribonucleotide,671,696,100,23265876,c3 dideoxyribonucleotide,100,671,696,en_ner_bionlp13cg_md,1000
23171137,4 hydroxypentanoate,85,104,100,23171137,4 hydroxypentanoate,100,85,104,en_ner_bionlp13cg_md,1000
23584355,acetaldehyde,1369,1381,100,23584355,acetaldehyde,100,1369,1381,en_ner_bionlp13cg_md,1000
22417089,grewialin 1 ,121,134,86,22417089,grewialin,86,121,130,en_ner_bionlp13cg_md,1000
23266728,magnesium acetate methanol,640,666,79,23266728,magnesium acetate,79,640,657,en_ner_bionlp13cg_md,1000
23317031,pt nanowires,17,29,29,23317031,pt,29,17,19,en_ner_bionlp13cg_md,1000
23194824,nitric oxide synthase,938,959,73,23194824,nitric oxide,73,938,950,en_ner_bionlp13cg_md,1000
23414067,solid,1183,1188,20,23414067,argon,20,1189,1194,en_ner_bionlp13cg_md,1000
23292791,ngo peg pei,615,626,43,23292791,pei,43,623,626,en_ner_bionlp13cg_md,1000
23384447,fat,399,402,25,23384447,sugar,25,407,412,en_ner_bionlp13cg_md,1000
23643702,hexyl,861,866,100,23643702,hexyl,100,861,866,en_ner_bionlp13cg_md,1000
23495691,cellular,60,68,33,23495691,cyclic amp,33,50,60,en_ner_bionlp13cg_md,1000
23399882,agmatine,431,439,100,23399882,agmatine,100,431,439,en_ner_bionlp13cg_md,1000
23017421,triglycerides,607,620,100,23017421,triglycerides,100,607,620,en_ner_bionlp13cg_md,1000
23376120,gastrodin,799,808,100,23376120,gastrodin,100,799,808,en_ner_bionlp13cg_md,1000
23256623,luotonin a,616,626,100,23256623,luotonin a,100,616,626,en_ner_bionlp13cg_md,1000
23575975,dna,1036,1039,25,23575975,sugar,25,1040,1045,en_ner_bionlp13cg_md,1000
23530057,tyr 319,1116,1123,60,23530057,tyr,60,1116,1119,en_ner_bionlp13cg_md,1000
23178652,erlotinib,1699,1708,100,23178652,erlotinib,100,1699,1708,en_ner_bionlp13cg_md,1000
23628592,ecstasy,326,333,100,23628592,ecstasy,100,326,333,en_ner_bionlp13cg_md,1000
23148988,polyethylenimine,94,110,100,23148988,polyethylenimine,100,94,110,en_ner_bionlp13cg_md,1000
23194530,cap,698,701,100,23194530,cap,100,698,701,en_ner_bionlp13cg_md,1000
23562928,anti dinitrophenyl,1043,1061,84,23562928,dinitrophenyl,84,1048,1061,en_ner_bionlp13cg_md,1000
23503440,phenobarbital,41,54,100,23503440,phenobarbital,100,41,54,en_ner_bionlp13cg_md,1000
23605692,letrozole,1407,1416,100,23605692,letrozole,100,1407,1416,en_ner_bionlp13cg_md,1000
22735770,atomoxetine,957,968,100,22735770,atomoxetine,100,957,968,en_ner_bionlp13cg_md,1000
23416700,angiotensin iv receptors,436,460,74,23416700,angiotensin iv,74,436,450,en_ner_bionlp13cg_md,1000
23432591,polyphenols,642,653,100,23432591,polyphenols,100,642,653,en_ner_bionlp13cg_md,1000
22376270,methanol,169,177,100,22376270,methanol,100,169,177,en_ner_bionlp13cg_md,1000
23339967,neomycin b,851,861,100,23339967,neomycin b,100,851,861,en_ner_bionlp13cg_md,1000
23017395,epa dha,290,297,60,23017395,dha,60,294,297,en_ner_bionlp13cg_md,1000
23410161,ladostigil,960,970,100,23410161,ladostigil,100,960,970,en_ner_bionlp13cg_md,1000
23241369,ucd38b,968,974,100,23241369,ucd38b,100,968,974,en_ner_bionlp13cg_md,1000
23400749,levofloxacin,919,931,100,23400749,levofloxacin,100,919,931,en_ner_bionlp13cg_md,1000
23376120,gastrodin,998,1007,100,23376120,gastrodin,100,998,1007,en_ner_bionlp13cg_md,1000
23246471,peg b pcl micelles,1474,1492,67,23246471,peg b pcl,67,1474,1483,en_ner_bionlp13cg_md,1000
22348279,monoterpenoids,267,281,100,22348279,monoterpenoids,100,267,281,en_ner_bionlp13cg_md,1000
23605691,oxycodone,522,531,100,23605691,oxycodone,100,522,531,en_ner_bionlp13cg_md,1000
22566187,warfarin,337,345,100,22566187,warfarin,100,337,345,en_ner_bionlp13cg_md,1000
23174758,at2,38,41,15,23174758,cyclic amp,15,39,49,en_ner_bionlp13cg_md,1000
23256623,quinolone,844,853,100,23256623,quinolone,100,844,853,en_ner_bionlp13cg_md,1000
23142710,diphenyleneiodonium,1361,1380,100,23142710,diphenyleneiodonium,100,1361,1380,en_ner_bionlp13cg_md,1000
23155202,glutathione,989,1000,100,23155202,glutathione,100,989,1000,en_ner_bionlp13cg_md,1000
23639187,glucose,1779,1786,100,23639187,glucose,100,1779,1786,en_ner_bionlp13cg_md,1000
23411261,geranial,682,690,100,23411261,geranial,100,682,690,en_ner_bionlp13cg_md,1000
23584355,acetaldehyde,1238,1250,100,23584355,acetaldehyde,100,1238,1250,en_ner_bionlp13cg_md,1000
23220587,vitamin a,36,45,100,23220587,vitamin a,100,36,45,en_ner_bionlp13cg_md,1000
23000076,serotonin,226,235,100,23000076,serotonin,100,226,235,en_ner_bionlp13cg_md,1000
23109293,bpa,891,894,100,23109293,bpa,100,891,894,en_ner_bionlp13cg_md,1000
23529650,ag atoms,422,430,40,23529650,ag,40,422,424,en_ner_bionlp13cg_md,1000
23432591,atp,673,676,100,23432591,atp,100,673,676,en_ner_bionlp13cg_md,1000
23430161,alcohol,1047,1054,100,23430161,alcohol,100,1047,1054,en_ner_bionlp13cg_md,1000
23400747,aml,372,375,100,23400747,aml,100,372,375,en_ner_bionlp13cg_md,1000
22899726,dieldrin,1125,1133,100,22899726,dieldrin,100,1125,1133,en_ner_bionlp13cg_md,1000
22933114,bcl 2,19,24,17,22933114,glucose,17,26,33,en_ner_bionlp13cg_md,1000
23406956,triton ,862,870,92,23406956,triton,92,862,868,en_ner_bionlp13cg_md,1000
23188119,fluoride,4,12,100,23188119,fluoride,100,4,12,en_ner_bionlp13cg_md,1000
23017387,quercetin,772,781,100,23017387,quercetin,100,772,781,en_ner_bionlp13cg_md,1000
23479733,gal β1 3 glcnac thiazoline,1035,1061,100,23479733,gal β1 3 glcnac thiazoline,100,1035,1061,en_ner_bionlp13cg_md,1000
23375796,3 o alkyl clarithromycin,90,114,36,23375796,alkylides,36,95,104,en_ner_bionlp13cg_md,1000
23266728,anthraquinones,111,125,100,23266728,anthraquinones,100,111,125,en_ner_bionlp13cg_md,1000
23261671,chlorophylls,745,757,100,23261671,chlorophylls,100,745,757,en_ner_bionlp13cg_md,1000
23631496,selenium,60,68,100,23631496,selenium,100,60,68,en_ner_bionlp13cg_md,1000
23074026,pfos,145,149,100,23074026,pfos,100,145,149,en_ner_bionlp13cg_md,1000
23552261,cd,895,897,100,23552261,cd,100,895,897,en_ner_bionlp13cg_md,1000
23358193,pb,1048,1050,100,23358193,pb,100,1048,1050,en_ner_bionlp13cg_md,1000
23400749,meropenem,780,789,100,23400749,meropenem,100,780,789,en_ner_bionlp13cg_md,1000
22944045,dinp,121,125,100,22944045,dinp,100,121,125,en_ner_bionlp13cg_md,1000
23051835,bpa,918,921,100,23051835,bpa,100,918,921,en_ner_bionlp13cg_md,1000
22752958,prednisolone,1297,1309,100,22752958,prednisolone,100,1297,1309,en_ner_bionlp13cg_md,1000
23484861,chloroform,1227,1237,100,23484861,chloroform,100,1227,1237,en_ner_bionlp13cg_md,1000
23211426,ovarian steroid,166,181,64,23211426,steroid,64,174,181,en_ner_bionlp13cg_md,1000
23376120,wortmannin,924,934,100,23376120,wortmannin,100,924,934,en_ner_bionlp13cg_md,1000
23641942,histidine,1057,1066,100,23641942,histidine,100,1057,1066,en_ner_bionlp13cg_md,1000
23497872,carbohydrates,758,771,100,23497872,carbohydrates,100,758,771,en_ner_bionlp13cg_md,1000
23178652,okadaic acid,1010,1022,100,23178652,okadaic acid,100,1010,1022,en_ner_bionlp13cg_md,1000
23517733,br ,123,126,80,23517733,br,80,123,125,en_ner_bionlp13cg_md,1000
22941424,cholesterol,503,514,100,22941424,cholesterol,100,503,514,en_ner_bionlp13cg_md,1000
23519077,serine 28,1373,1382,80,23519077,serine,80,1373,1379,en_ner_bionlp13cg_md,1000
23624852,ap 5,1349,1353,100,23624852,ap 5,100,1349,1353,en_ner_bionlp13cg_md,1000
23291240,cholesterol,24,35,100,23291240,cholesterol,100,24,35,en_ner_bionlp13cg_md,1000
23321274,dxm,887,890,100,23321274,dxm,100,887,890,en_ner_bionlp13cg_md,1000
23358190,amino acid,903,913,100,23358190,amino acid,100,903,913,en_ner_bionlp13cg_md,1000
23126604,pf127 pei fa pp123,1366,1384,80,23126604,pf127 pei fa,80,1366,1378,en_ner_bionlp13cg_md,1000
23065140,n methyl d aspartate,27,47,100,23065140,n methyl d aspartate,100,27,47,en_ner_bionlp13cg_md,1000
23416700,angiotensin iv,978,992,100,23416700,angiotensin iv,100,978,992,en_ner_bionlp13cg_md,1000
23075005,anagliptin,947,957,100,23075005,anagliptin,100,947,957,en_ner_bionlp13cg_md,1000
23103347,serotonin,1369,1378,100,23103347,serotonin,100,1369,1378,en_ner_bionlp13cg_md,1000
23279941,fe,178,180,100,23279941,fe,100,178,180,en_ner_bionlp13cg_md,1000
23580152,n c20h42 d urea,927,942,70,23580152,n c20h42,70,927,935,en_ner_bionlp13cg_md,1000
23085120,nmda,583,587,100,23085120,nmda,100,583,587,en_ner_bionlp13cg_md,1000
23411226,proanthocyanidins,208,225,100,23411226,proanthocyanidins,100,208,225,en_ner_bionlp13cg_md,1000
23603383,extracts,123,131,38,23603383,methanol,38,114,122,en_ner_bionlp13cg_md,1000
23123251,cooet,1268,1273,100,23123251,cooet,100,1268,1273,en_ner_bionlp13cg_md,1000
23051835,ethinyl estradiol,1089,1106,100,23051835,ethinyl estradiol,100,1089,1106,en_ner_bionlp13cg_md,1000
23457122,estrogen,432,440,100,23457122,estrogen,100,432,440,en_ner_bionlp13cg_md,1000
22797669,2 7 dimethyl nitropyrene 4 5 9 10 tetraone ,592,636,99,22797669,2 7 dimethyl nitropyrene 4 5 9 10 tetraone,99,592,634,en_ner_bionlp13cg_md,1000
23267661,pred,1109,1113,100,23267661,pred,100,1109,1113,en_ner_bionlp13cg_md,1000
23291560,zea,164,167,100,23291560,zea,100,164,167,en_ner_bionlp13cg_md,1000
23643094,ndga,625,629,100,23643094,ndga,100,625,629,en_ner_bionlp13cg_md,1000
23178652,mk 2206,1219,1226,100,23178652,mk 2206,100,1219,1226,en_ner_bionlp13cg_md,1000
23395915,rifampin,1213,1221,100,23395915,rifampin,100,1213,1221,en_ner_bionlp13cg_md,1000
23148920,h 2 s,151,156,100,23148920,h 2 s,100,151,156,en_ner_bionlp13cg_md,1000
22921427,bufadienolide,1349,1362,100,22921427,bufadienolide,100,1349,1362,en_ner_bionlp13cg_md,1000
23318471,cgmp,1842,1846,100,23318471,cgmp,100,1842,1846,en_ner_bionlp13cg_md,1000
22960442,methamphetamine,0,15,100,22960442,methamphetamine,100,0,15,en_ner_bionlp13cg_md,1000
23085546,piroxicam,658,667,100,23085546,piroxicam,100,658,667,en_ner_bionlp13cg_md,1000
23267011,cytosine,1017,1025,100,23267011,cytosine,100,1017,1025,en_ner_bionlp13cg_md,1000
23636270,ca 2 induced,1167,1181,59,23636270,ca 2 ,59,1167,1173,en_ner_bionlp13cg_md,1000
23623842,blood selenium,676,690,73,23623842,selenium,73,682,690,en_ner_bionlp13cg_md,1000
23017387,quercetin,448,457,100,23017387,quercetin,100,448,457,en_ner_bionlp13cg_md,1000
23291240,cns cholesterol,1546,1561,85,23291240,cholesterol,85,1550,1561,en_ner_bionlp13cg_md,1000
23103563,geranylgeranyl pyrophosphate,924,952,100,23103563,geranylgeranyl pyrophosphate,100,924,952,en_ner_bionlp13cg_md,1000
23090712,glutamate synthase,705,723,67,23090712,glutamate,67,705,714,en_ner_bionlp13cg_md,1000
23557746,hydrogen,15,23,100,23557746,hydrogen,100,15,23,en_ner_bionlp13cg_md,1000
23307232,warfarin,1688,1696,100,23307232,warfarin,100,1688,1696,en_ner_bionlp13cg_md,1000
23455597,abt 288,1415,1422,100,23455597,abt 288,100,1415,1422,en_ner_bionlp13cg_md,1000
23142710,nimesulide,624,634,100,23142710,nimesulide,100,624,634,en_ner_bionlp13cg_md,1000
23519822,irbesartan,1205,1215,100,23519822,irbesartan,100,1205,1215,en_ner_bionlp13cg_md,1000
23274088,selenium,259,267,100,23274088,selenium,100,259,267,en_ner_bionlp13cg_md,1000
23398311,methacrylic acid,307,323,100,23398311,methacrylic acid,100,307,323,en_ner_bionlp13cg_md,1000
22735770,modafinil,946,955,100,22735770,modafinil,100,946,955,en_ner_bionlp13cg_md,1000
23645536,quercetin,678,687,100,23645536,quercetin,100,678,687,en_ner_bionlp13cg_md,1000
23362116,atra,610,614,100,23362116,atra,100,610,614,en_ner_bionlp13cg_md,1000
23116642,platycodin d,0,12,100,23116642,platycodin d,100,0,12,en_ner_bionlp13cg_md,1000
23168113,pnu 120596,599,609,100,23168113,pnu 120596,100,599,609,en_ner_bionlp13cg_md,1000
23402907,diacylglycerol,1235,1249,100,23402907,diacylglycerol,100,1235,1249,en_ner_bionlp13cg_md,1000
23519149,elisidepsin,1226,1237,100,23519149,elisidepsin,100,1226,1237,en_ner_bionlp13cg_md,1000
23333577,trans stilbenoid,34,50,100,23333577,trans stilbenoid,100,34,50,en_ner_bionlp13cg_md,1000
23063876,pa,1664,1666,33,23063876,dehp,33,1655,1659,en_ner_bionlp13cg_md,1000
23358190,amino acid,488,498,100,23358190,amino acid,100,488,498,en_ner_bionlp13cg_md,1000
23404064,bromocriptine,994,1007,100,23404064,bromocriptine,100,994,1007,en_ner_bionlp13cg_md,1000
23527545,arf,23,26,33,23527545,adp,33,32,35,en_ner_bionlp13cg_md,1000
23357416,sio2,491,495,100,23357416,sio2,100,491,495,en_ner_bionlp13cg_md,1000
