Model,Data section,Article Count,Article ID,Entity,Start,End
en_ner_craft_md,evaluation.abstracts,1000,23395003,genes,536,541
en_ner_craft_md,evaluation.abstracts,1000,23009351,plu paa epi formulations,198,222
en_ner_craft_md,evaluation.abstracts,1000,23274908,katp,165,169
en_ner_craft_md,evaluation.abstracts,1000,23355539,mice,737,741
en_ner_craft_md,evaluation.abstracts,1000,23624148,osteoblasts,1388,1399
en_ner_craft_md,evaluation.abstracts,1000,23314046,toxic,1237,1242
en_ner_craft_md,evaluation.abstracts,1000,23218602,mpges 1,39,46
en_ner_craft_md,evaluation.abstracts,1000,23142710,neutrophils,1847,1858
en_ner_craft_md,evaluation.abstracts,1000,23524315,enzymatic,372,381
en_ner_craft_md,evaluation.abstracts,1000,23395003,fbxl10,928,934
en_ner_craft_md,evaluation.abstracts,1000,23524313,mrna,700,704
en_ner_craft_md,evaluation.abstracts,1000,23643194,il 13,353,358
en_ner_craft_md,evaluation.abstracts,1000,23318728,trans 3 hydroxycotinine,656,680
en_ner_craft_md,evaluation.abstracts,1000,23152124,lysosomal,100,109
en_ner_craft_md,evaluation.abstracts,1000,23553997,ethanol,601,608
en_ner_craft_md,evaluation.abstracts,1000,23148227,dna,1501,1504
en_ner_craft_md,evaluation.abstracts,1000,23161651,phosphoproteins,559,574
en_ner_craft_md,evaluation.abstracts,1000,23450741,shikimic acid,264,277
en_ner_craft_md,evaluation.abstracts,1000,22869589,nuclear,867,874
en_ner_craft_md,evaluation.abstracts,1000,23069375,cells,978,983
en_ner_craft_md,evaluation.abstracts,1000,23377760,viral,1090,1095
en_ner_craft_md,evaluation.abstracts,1000,23333577,proteins,746,754
en_ner_craft_md,evaluation.abstracts,1000,22926699,nrf2,868,872
en_ner_craft_md,evaluation.abstracts,1000,23363244,hydrate,437,444
en_ner_craft_md,evaluation.abstracts,1000,23411111,animals,303,310
en_ner_craft_md,evaluation.abstracts,1000,23512500,compounds,1088,1097
en_ner_craft_md,evaluation.abstracts,1000,23362800,catalysts,1029,1038
en_ner_craft_md,evaluation.abstracts,1000,23601411,fractions,625,634
en_ner_craft_md,evaluation.abstracts,1000,23410960,stem cells,1340,1350
en_ner_craft_md,evaluation.abstracts,1000,23240691,binding site amino acid,1085,1108
en_ner_craft_md,evaluation.abstracts,1000,23411261,urea,444,448
en_ner_craft_md,evaluation.abstracts,1000,23527545,proteins,324,332
en_ner_craft_md,evaluation.abstracts,1000,23358196,genes,735,740
en_ner_craft_md,evaluation.abstracts,1000,23411341,brines,650,656
en_ner_craft_md,evaluation.abstracts,1000,22370641,cav1,1263,1267
en_ner_craft_md,evaluation.abstracts,1000,23219524,mutant,967,973
en_ner_craft_md,evaluation.abstracts,1000,23639434,rats,904,908
en_ner_craft_md,evaluation.abstracts,1000,23290487,glucose,544,551
en_ner_craft_md,evaluation.abstracts,1000,23128353,cell,465,469
en_ner_craft_md,evaluation.abstracts,1000,23515291,cells,802,807
en_ner_craft_md,evaluation.abstracts,1000,23538201,hephaestin mrna,1147,1162
en_ner_craft_md,evaluation.abstracts,1000,23591845,ubiquitin e2 conjugase,548,570
en_ner_craft_md,evaluation.abstracts,1000,23180160,cassette,1332,1340
en_ner_craft_md,evaluation.abstracts,1000,23377760,viral,1955,1960
en_ner_craft_md,evaluation.abstracts,1000,23178655,nox2,1461,1465
en_ner_craft_md,evaluation.abstracts,1000,23360430,cis regulatory,553,567
en_ner_craft_md,evaluation.abstracts,1000,22976768,mpsiiib,305,312
en_ner_craft_md,evaluation.abstracts,1000,23583883,p2x7 receptor antagonist,1664,1688
en_ner_craft_md,evaluation.abstracts,1000,23408272,tyrosinase mrna,1356,1371
en_ner_craft_md,evaluation.abstracts,1000,23044488,active site core,1034,1050
en_ner_craft_md,evaluation.abstracts,1000,22422627,extracellular matrix,103,123
en_ner_craft_md,evaluation.abstracts,1000,23395667,epithelial cells,1203,1219
en_ner_craft_md,evaluation.abstracts,1000,23075005, 14 c anagliptin,164,181
en_ner_craft_md,evaluation.abstracts,1000,23314046,mammalian cells,1287,1302
en_ner_craft_md,evaluation.abstracts,1000,23339181,pnp,1373,1376
en_ner_craft_md,evaluation.abstracts,1000,23274058,inhibitor of,436,448
en_ner_craft_md,evaluation.abstracts,1000,23219524,mtsea,574,579
en_ner_craft_md,evaluation.abstracts,1000,23291559,mice,677,681
en_ner_craft_md,evaluation.abstracts,1000,23430161,alcohol,878,885
en_ner_craft_md,evaluation.abstracts,1000,23396144,prostaglandin e2,923,939
en_ner_craft_md,evaluation.abstracts,1000,23544460,cross coupling,0,14
en_ner_craft_md,evaluation.abstracts,1000,23301848,enzymatic,594,603
en_ner_craft_md,evaluation.abstracts,1000,23246459,nuclear,719,726
en_ner_craft_md,evaluation.abstracts,1000,23409715,acetyl,274,280
en_ner_craft_md,evaluation.abstracts,1000,22936354,mutant mice,645,656
en_ner_craft_md,evaluation.abstracts,1000,23146748,akr1b10,1565,1572
en_ner_craft_md,evaluation.abstracts,1000,22512662,acid a,218,224
en_ner_craft_md,evaluation.abstracts,1000,23333897,human,463,468
en_ner_craft_md,evaluation.abstracts,1000,23607712,synaptotagmin 1,1093,1108
en_ner_craft_md,evaluation.abstracts,1000,23538036,apoptotic cell,1127,1141
en_ner_craft_md,evaluation.abstracts,1000,23625947,agonist,1432,1439
en_ner_craft_md,evaluation.abstracts,1000,23323548,oatp1a2 orthologues,338,357
en_ner_craft_md,evaluation.abstracts,1000,23146748,akr1b,359,364
en_ner_craft_md,evaluation.abstracts,1000,23500490,mrna transcript,545,560
en_ner_craft_md,evaluation.abstracts,1000,23288947,liver x receptor,911,927
en_ner_craft_md,evaluation.abstracts,1000,23294348,fragment,196,204
en_ner_craft_md,evaluation.abstracts,1000,23276137,inhibitors,224,234
en_ner_craft_md,evaluation.abstracts,1000,23291240,24s hydroxycholesterol,1426,1448
en_ner_craft_md,evaluation.abstracts,1000,23111283,human,158,163
en_ner_craft_md,evaluation.abstracts,1000,22695309,point mutations,774,789
en_ner_craft_md,evaluation.abstracts,1000,23017394,cunninghamella blakesleeana cells,166,199
en_ner_craft_md,evaluation.abstracts,1000,23418368,ldl goals,1349,1358
en_ner_craft_md,evaluation.abstracts,1000,23271000,glucose,556,563
en_ner_craft_md,evaluation.abstracts,1000,23123251,active site serines,111,130
en_ner_craft_md,evaluation.abstracts,1000,22473789,n alkylamides,723,736
en_ner_craft_md,evaluation.abstracts,1000,23398311,acid,464,468
en_ner_craft_md,evaluation.abstracts,1000,23194536,ginsenoside metabolites,894,917
en_ner_craft_md,evaluation.abstracts,1000,23142425,nnal,1052,1056
en_ner_craft_md,evaluation.abstracts,1000,23419834,ho 1,1023,1027
en_ner_craft_md,evaluation.abstracts,1000,23193255,humans,424,430
en_ner_craft_md,evaluation.abstracts,1000,22695309,gene,1411,1415
en_ner_craft_md,evaluation.abstracts,1000,23368901,water,289,294
en_ner_craft_md,evaluation.abstracts,1000,23471540,zinc,364,368
en_ner_craft_md,evaluation.abstracts,1000,23271000,cholesterol,1445,1456
en_ner_craft_md,evaluation.abstracts,1000,23228849,ngf,880,883
en_ner_craft_md,evaluation.abstracts,1000,23454527,inhibitor,487,496
en_ner_craft_md,evaluation.abstracts,1000,23220400,mglu8 receptors,1196,1211
en_ner_craft_md,evaluation.abstracts,1000,23508266,snps,586,590
en_ner_craft_md,evaluation.abstracts,1000,23219002,atp,1005,1008
en_ner_craft_md,evaluation.abstracts,1000,22391561,angiogenic growth factor receptors,1969,2003
en_ner_craft_md,evaluation.abstracts,1000,22376270,acarbose,784,792
en_ner_craft_md,evaluation.abstracts,1000,23274058,cdc25c,954,960
en_ner_craft_md,evaluation.abstracts,1000,22695309,cells,1626,1631
en_ner_craft_md,evaluation.abstracts,1000,23435180,peroxisome proliferator activated receptor alpha,224,272
en_ner_craft_md,evaluation.abstracts,1000,22921313,cell,265,269
en_ner_craft_md,evaluation.abstracts,1000,23348497,transmembrane and,853,870
en_ner_craft_md,evaluation.abstracts,1000,23629669,b type,312,318
en_ner_craft_md,evaluation.abstracts,1000,23410153,molecularly,959,970
en_ner_craft_md,evaluation.abstracts,1000,23453957,mitochondrial,841,854
en_ner_craft_md,evaluation.abstracts,1000,23348497,variants,594,602
en_ner_craft_md,evaluation.abstracts,1000,23376120,p38 mitogen activated protein kinase,1282,1318
en_ner_craft_md,evaluation.abstracts,1000,22173956,tea,831,834
en_ner_craft_md,evaluation.abstracts,1000,23468189,sulfonamides,249,261
en_ner_craft_md,evaluation.abstracts,1000,23645666,secyeg complex,911,925
en_ner_craft_md,evaluation.abstracts,1000,23017394,betulinic acid,340,354
en_ner_craft_md,evaluation.abstracts,1000,23288142,docosahexaenoic acid,216,236
en_ner_craft_md,evaluation.abstracts,1000,23146748,akr1b1,948,954
en_ner_craft_md,evaluation.abstracts,1000,23426369,phospholipid,579,591
en_ner_craft_md,evaluation.abstracts,1000,23116938,water,129,134
en_ner_craft_md,evaluation.abstracts,1000,22173956,mutagens,1691,1699
en_ner_craft_md,evaluation.abstracts,1000,23171137,levulinate,368,378
en_ner_craft_md,evaluation.abstracts,1000,22473789,rats,416,420
en_ner_craft_md,evaluation.abstracts,1000,23639875,pth,13,16
en_ner_craft_md,evaluation.abstracts,1000,23098819,histone,64,71
en_ner_craft_md,evaluation.abstracts,1000,23229135,chemical,1430,1438
en_ner_craft_md,evaluation.abstracts,1000,23161369,quail,1157,1162
en_ner_craft_md,evaluation.abstracts,1000,23193186,promoter,1101,1109
en_ner_craft_md,evaluation.abstracts,1000,23271000,insulin,1505,1512
en_ner_craft_md,evaluation.abstracts,1000,23262278,inhibitors,664,674
en_ner_craft_md,evaluation.abstracts,1000,22233192,ala,557,560
en_ner_craft_md,evaluation.abstracts,1000,23376407,alkaline,307,315
en_ner_craft_md,evaluation.abstracts,1000,23361104,ion,503,506
en_ner_craft_md,evaluation.abstracts,1000,22607101,l dopa,36,42
en_ner_craft_md,evaluation.abstracts,1000,23106652,arsenophonus,217,229
en_ner_craft_md,evaluation.abstracts,1000,23211426,cholesterol,1027,1038
en_ner_craft_md,evaluation.abstracts,1000,23583806,allicin,1183,1190
en_ner_craft_md,evaluation.abstracts,1000,22533633,human,493,498
en_ner_craft_md,evaluation.abstracts,1000,23561153,naoh,164,168
en_ner_craft_md,evaluation.abstracts,1000,23517733,aminoalkyl substituents,178,201
en_ner_craft_md,evaluation.abstracts,1000,23643093,plant,159,164
en_ner_craft_md,evaluation.abstracts,1000,23157624,human,1653,1658
en_ner_craft_md,evaluation.abstracts,1000,23052197,gene,674,678
en_ner_craft_md,evaluation.abstracts,1000,23246459,angelica,0,8
en_ner_craft_md,evaluation.abstracts,1000,23374351,mutations,231,240
en_ner_craft_md,evaluation.abstracts,1000,23537600,mc rr,898,903
en_ner_craft_md,evaluation.abstracts,1000,23645211,neuronal,130,138
en_ner_craft_md,evaluation.abstracts,1000,23348497,aldh16a1,1481,1489
en_ner_craft_md,evaluation.abstracts,1000,23142737,aqp4,902,906
en_ner_craft_md,evaluation.abstracts,1000,23519470,compounds,270,279
en_ner_craft_md,evaluation.abstracts,1000,23069375,rosi,1416,1420
en_ner_craft_md,evaluation.abstracts,1000,23396446,molecular,1301,1310
en_ner_craft_md,evaluation.abstracts,1000,23219524,tm4 cysteine mutants,897,917
en_ner_craft_md,evaluation.abstracts,1000,23128355,mouse,246,251
en_ner_craft_md,evaluation.abstracts,1000,23643194,eosinophils,467,478
en_ner_craft_md,evaluation.abstracts,1000,23323627,cationic,341,349
en_ner_craft_md,evaluation.abstracts,1000,23410221,ethephon,27,35
en_ner_craft_md,evaluation.abstracts,1000,23276137,cell,199,203
en_ner_craft_md,evaluation.abstracts,1000,23098819,sirt1,808,813
en_ner_craft_md,evaluation.abstracts,1000,23223448,proteins,70,78
en_ner_craft_md,evaluation.abstracts,1000,23313711,glutathione,1017,1028
en_ner_craft_md,evaluation.abstracts,1000,23246459,tlr4,643,647
en_ner_craft_md,evaluation.abstracts,1000,22918703,ccaat enhancer binding protein homologous protein,164,213
en_ner_craft_md,evaluation.abstracts,1000,23362116,crbpi,432,437
en_ner_craft_md,evaluation.abstracts,1000,23621523,human,410,415
en_ner_craft_md,evaluation.abstracts,1000,23178652,okadaic acid,1010,1022
en_ner_craft_md,evaluation.abstracts,1000,23524313,cholesterol,199,210
en_ner_craft_md,evaluation.abstracts,1000,23645211,cd,1596,1598
en_ner_craft_md,evaluation.abstracts,1000,23273517,replaced,245,253
en_ner_craft_md,evaluation.abstracts,1000,23636270,vitamin e,1360,1369
en_ner_craft_md,evaluation.abstracts,1000,23517329,regions,462,469
en_ner_craft_md,evaluation.abstracts,1000,23297254,insecticides,701,713
en_ner_craft_md,evaluation.abstracts,1000,23065140,neuronal,335,343
en_ner_craft_md,evaluation.abstracts,1000,23163352,collagen triple helices,812,835
en_ner_craft_md,evaluation.abstracts,1000,23611691,compounds,142,151
en_ner_craft_md,evaluation.abstracts,1000,23444015,mutations,944,953
en_ner_craft_md,evaluation.abstracts,1000,23493372,insulin,1351,1358
en_ner_craft_md,evaluation.abstracts,1000,23274058,jaceosidin,0,10
en_ner_craft_md,evaluation.abstracts,1000,23579428,synaptic,1825,1833
en_ner_craft_md,evaluation.abstracts,1000,23391297,electron,321,329
en_ner_craft_md,evaluation.abstracts,1000,23246471,cell,885,889
en_ner_craft_md,evaluation.abstracts,1000,22391561,hmgb1,1131,1136
en_ner_craft_md,evaluation.abstracts,1000,23174754,rats,283,287
en_ner_craft_md,evaluation.abstracts,1000,23106652,plant,1141,1146
en_ner_craft_md,evaluation.abstracts,1000,23253260,t cell,824,830
en_ner_craft_md,evaluation.abstracts,1000,23566059,fraction,430,438
en_ner_craft_md,evaluation.abstracts,1000,23155049,protein,358,365
en_ner_craft_md,evaluation.abstracts,1000,23325849,mammalian dna,1543,1556
en_ner_craft_md,evaluation.abstracts,1000,23410221,human butyrylcholinesterase,76,103
en_ner_craft_md,evaluation.abstracts,1000,23340887,individuals,1704,1715
en_ner_craft_md,evaluation.abstracts,1000,23515494,vesicular monoamine,896,915
en_ner_craft_md,evaluation.abstracts,1000,23297161,human,497,502
en_ner_craft_md,evaluation.abstracts,1000,23261677,cell,608,612
en_ner_craft_md,evaluation.abstracts,1000,23639362,mice,1027,1031
en_ner_craft_md,evaluation.abstracts,1000,23109429,esa1,368,372
en_ner_craft_md,evaluation.abstracts,1000,23470196,cell,1012,1016
en_ner_craft_md,evaluation.abstracts,1000,23333577,cell,1360,1364
en_ner_craft_md,evaluation.abstracts,1000,23455461,mitochondrial,250,263
en_ner_craft_md,evaluation.abstracts,1000,23360430,enzymes,434,441
en_ner_craft_md,evaluation.abstracts,1000,23313711,thiols,436,442
en_ner_craft_md,evaluation.abstracts,1000,23260348,pde10,708,713
en_ner_craft_md,evaluation.abstracts,1000,23239882,vesicular,57,66
en_ner_craft_md,evaluation.abstracts,1000,22580612,muc1 c,356,362
en_ner_craft_md,evaluation.abstracts,1000,23212442,palaemonetes pugio,159,177
en_ner_craft_md,evaluation.abstracts,1000,23339181,pon1,439,443
en_ner_craft_md,evaluation.abstracts,1000,23630169,fullerene,108,117
en_ner_craft_md,evaluation.abstracts,1000,23267011,groove dna,1347,1357
en_ner_craft_md,evaluation.abstracts,1000,23325849,protein,340,347
en_ner_craft_md,evaluation.abstracts,1000,23383865,dppv,916,920
en_ner_craft_md,evaluation.abstracts,1000,23200734,metabolites,1605,1616
en_ner_craft_md,evaluation.abstracts,1000,23500536,myotoxic,1945,1953
en_ner_craft_md,evaluation.abstracts,1000,23126604,pluronic,1063,1071
en_ner_craft_md,evaluation.abstracts,1000,23448281,human hgprt,580,591
en_ner_craft_md,evaluation.abstracts,1000,23534703,electron,684,692
en_ner_craft_md,evaluation.abstracts,1000,23085120,acetylcholinesterase,120,140
en_ner_craft_md,evaluation.abstracts,1000,23430162,grk2 inhibitor β adrenergic receptor kinase 1 inhibitor,1394,1449
en_ner_craft_md,evaluation.abstracts,1000,23357360,water,597,602
en_ner_craft_md,evaluation.abstracts,1000,23567961,cellular,740,748
en_ner_craft_md,evaluation.abstracts,1000,23157624,dopamine,350,358
en_ner_craft_md,evaluation.abstracts,1000,23436656,hspg2,678,683
en_ner_craft_md,evaluation.abstracts,1000,23416700,mouse,245,250
en_ner_craft_md,evaluation.abstracts,1000,23374351,cellular,476,484
en_ner_craft_md,evaluation.abstracts,1000,23194536,ginsenoside f1 and,1057,1075
en_ner_craft_md,evaluation.abstracts,1000,23192980,mouse,607,612
en_ner_craft_md,evaluation.abstracts,1000,23623842,glutathione peroxidase,323,345
en_ner_craft_md,evaluation.abstracts,1000,23625817,sites within recombinant polypeptide sequences,113,159
en_ner_craft_md,evaluation.abstracts,1000,23411599,cell,1419,1423
en_ner_craft_md,evaluation.abstracts,1000,23077183,phosphatases,1300,1312
en_ner_craft_md,evaluation.abstracts,1000,23219524,residues,1320,1328
en_ner_craft_md,evaluation.abstracts,1000,23521216,chemical,557,565
en_ner_craft_md,evaluation.abstracts,1000,23380376,inhibitors,1028,1038
en_ner_craft_md,evaluation.abstracts,1000,23122156,ponyfish,195,203
en_ner_craft_md,evaluation.abstracts,1000,23641942,endosomal,705,714
en_ner_craft_md,evaluation.abstracts,1000,23557092,dox,701,704
en_ner_craft_md,evaluation.abstracts,1000,22906567,vitamin a,151,160
en_ner_craft_md,evaluation.abstracts,1000,23297161,cells,520,525
en_ner_craft_md,evaluation.abstracts,1000,22898212,bche,419,423
en_ner_craft_md,evaluation.abstracts,1000,23518471,nadh dehydrogenase,1454,1472
en_ner_craft_md,evaluation.abstracts,1000,22233192,linoleic,313,321
en_ner_craft_md,evaluation.abstracts,1000,23103450,arsenic trioxide,411,427
en_ner_craft_md,evaluation.abstracts,1000,23411226,genetic,1178,1185
en_ner_craft_md,evaluation.abstracts,1000,23578522,ldlr,118,122
en_ner_craft_md,evaluation.abstracts,1000,23174754,rats,803,807
en_ner_craft_md,evaluation.abstracts,1000,23506214,region,650,656
en_ner_craft_md,evaluation.abstracts,1000,22391569,ecs,786,789
en_ner_craft_md,evaluation.abstracts,1000,23508295,sites within,1121,1133
en_ner_craft_md,evaluation.abstracts,1000,23202249,triglyceride,535,547
en_ner_craft_md,evaluation.abstracts,1000,23440581,wilfordii,36,45
en_ner_craft_md,evaluation.abstracts,1000,23090712,glycine,447,454
en_ner_craft_md,evaluation.abstracts,1000,23561153,alkaline,303,311
en_ner_craft_md,evaluation.abstracts,1000,23524313,diet induced hypercholesterolemia,85,118
en_ner_craft_md,evaluation.abstracts,1000,23358190,cellular,157,165
en_ner_craft_md,evaluation.abstracts,1000,23291240,24s hydroxycholesterol,900,922
